"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","G119.GGXWDG_NGDP.A","OBS_VALUE","G7","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","75.03","76.782","79.879","85.079","85.071","82.581","80.902","88.795","103.686","111.807","116.703","120.807","118.434","117.274","116.291","119.297","117.127","116.98","117.927","139.412","132.262","124.534","122.71","123.177","124.858"
"IMF.RES:WEO(6.0.0)","VNM.GGXWDG_NGDP.A","OBS_VALUE","Vietnam","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","24.755","25.42","27.711","29.835","29.363","28.669","30.248","32.21","31.045","36.17","37.286","36.185","38.33","41.413","43.642","46.117","47.88","46.621","43.798","40.993","41.319","39.237","34.923","34.417","32.86","33.566"
"IMF.RES:WEO(6.0.0)","SWE.GGXWDG_NGDP.A","OBS_VALUE","Sweden","Gross debt, General government, Percent of GDP","Annual","Units","","","","66.096","68.551","68.693","68.934","67.701","65.4","60.279","50.438","51.986","49.84","49.445","48.666","48.897","43.84","39.199","37.952","41.192","38.593","37.67","37.992","40.777","45.686","44.456","42.786","41.558","39.81","35.694","40.139","36.685","33.629","31.461","32.642","33.727"
"IMF.RES:WEO(6.0.0)","MKD.GGXWDG_NGDP.A","OBS_VALUE","North Macedonia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","29.834","45.561","45.214","40.464","36.461","34.58","36.669","30.586","23.532","20.642","23.729","24.273","27.728","33.662","34.04","38.036","37.998","39.721","39.383","40.425","40.448","50.846","52.75","50.449","50.827","54.834","52.915"
"IMF.RES:WEO(6.0.0)","SVN.GGXWDG_NGDP.A","OBS_VALUE","Slovenia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","18.228","21.598","22.097","22.821","23.817","26.085","26.324","27.682","27.028","27.1","26.589","26.208","22.943","21.894","34.941","38.607","46.815","54.074","70.836","81.133","83.418","79.43","74.89","71.007","66.02","80.17","74.832","72.739","68.394","67.039","67.987"
"IMF.RES:WEO(6.0.0)","SEN.GGXWDG_NGDP.A","OBS_VALUE","Senegal","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","0.071","67.845","18.8","14.989","57.514","53.209","51.993","42.883","37.999","36.13","17.487","18.963","19.073","29.937","34.6","32.877","34.489","36.86","42.366","44.509","47.524","61.139","61.523","72.088","81.628","89.387","94.629","107.356","113.673","111.434"
"IMF.RES:WEO(6.0.0)","G163.GGXWDG_NGDP.A","OBS_VALUE","Euro Area (EA)","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","71.624","73.659","73.127","72.763","71.661","69.215","68.201","68.135","69.417","69.719","70.343","68.301","65.922","69.574","80.018","85.425","87.247","90.751","92.744","92.922","91.012","89.916","87.486","85.559","83.592","96.499","93.851","89.514","87.36","87.728","88.706"
"IMF.RES:WEO(6.0.0)","WSM.GGXWDG_NGDP.A","OBS_VALUE","Samoa","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","58.947","59.444","55.769","53.784","50.287","42.763","39.842","34.151","33.496","31.466","28.18","33.256","40.281","41.526","50.928","54.08","54.874","56.366","48.994","46.684","49.405","44.291","43.186","46.297","43.75","35.426","27.705","22.49"
"IMF.RES:WEO(6.0.0)","AGO.GGXWDG_NGDP.A","OBS_VALUE","Angola","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","118.243","100.221","65.107","50.76","41.627","29.886","16.726","18.804","28.122","48.448","32.594","26.318","23.805","29.473","35.274","50.386","66.67","60.492","82.541","101.373","119.145","74.292","56.108","71.385","62.501","64.523"
"IMF.RES:WEO(6.0.0)","ALB.GGXWDG_NGDP.A","OBS_VALUE","Albania","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","71.345","70.347","67.381","63.019","59.9","63.343","59.536","56.798","57.519","56.021","52.921","54.491","58.965","57.041","58.714","61.414","69.563","71.146","72.849","72.462","71.049","68.655","66.575","75.381","74.795","65.198","58.365","55.653","54.295"
"IMF.RES:WEO(6.0.0)","AFG.GGXWDG_NGDP.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","345.977","270.602","244.967","206.356","22.985","20.137","19.057","16.247","7.697","7.501","6.759","6.904","8.7","9.154","8.437","7.998","7.384","6.136","7.331","11.136","10.643","8.255","",""
"IMF.RES:WEO(6.0.0)","AND.GGXWDG_NGDP.A","OBS_VALUE","Andorra, Principality of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","15.774","15.266","15.163","15.105","14.76","17.165","20.872","27.749","33.512","35.02","36.493","41.532","42.533","42.025","40.955","39.773","37.854","36.344","35.365","46.353","48.614","38.907","35.467","33.234","31.996"
"IMF.RES:WEO(6.0.0)","DZA.GGXWDG_NGDP.A","OBS_VALUE","Algeria","Gross debt, General government, Percent of GDP","Annual","Units","","86.064","69.305","76.794","106.349","95.866","90.676","79.561","79.89","69.676","53.406","50.003","47.312","38.224","32.69","25.366","22.473","12.794","7.637","8.922","9.513","8.478","8.583","6.478","6.853","7.731","18.094","24.015","34.493","40.882","45.967","55.145","48.068","47.712","46.202","57.798"
"IMF.RES:WEO(6.0.0)","GX123.GGXWDG_NGDP.A","OBS_VALUE","Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries)","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","34.91","35.659","35.9","36.72","34.967","33.929","33.114","31.306","32.787","35.547","35.683","36.702","38.205","39.203","40.489","41.406","41.823","41.341","41.043","42.961","49.766","49.35","48.16","49.557","50.441","51.108"
"IMF.RES:WEO(6.0.0)","AUS.GGXWDG_NGDP.A","OBS_VALUE","Australia","Gross debt, General government, Percent of GDP","Annual","Units","16.407","21.607","27.632","30.665","31.709","31.143","29.345","25.907","23.698","22.544","19.495","17.106","15.01","13.186","11.907","10.858","9.938","9.665","11.742","16.622","20.35","24.04","27.521","30.466","34.036","37.726","40.621","41.195","41.758","46.72","57.092","55.537","50.222","48.973","49.828","50.937"
"IMF.RES:WEO(6.0.0)","ARM.GGXWDG_NGDP.A","OBS_VALUE","Armenia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","40.792","46.515","45.2","39.2","39.597","38.061","38.248","33.016","26.446","24.405","18.725","16.102","16.145","40.161","39.667","42.006","41.225","40.856","43.689","48.702","56.749","58.938","55.652","53.673","67.362","63.354","49.246","50.723","50.297","54.478"
"IMF.RES:WEO(6.0.0)","ATG.GGXWDG_NGDP.A","OBS_VALUE","Antigua and Barbuda","Gross debt, General government, Percent of GDP","Annual","Units","94.127","94.629","90.779","85.287","84.542","92.135","85.544","80.647","94.563","95.921","96.424","107.566","114.527","112.979","107.65","82.823","79.121","68.652","66.839","89.151","79.398","81.127","76.929","85.38","91.887","92.125","83.061","88.176","84.333","81.588","100.465","92.951","82.028","76.329","67.057","63.405"
"IMF.RES:WEO(6.0.0)","ARG.GGXWDG_NGDP.A","OBS_VALUE","Argentina","Gross debt, General government, Percent of GDP","Annual","Units","","","24.961","26.893","28.426","30.749","32.551","31.676","34.147","38.917","40.833","48.007","147.203","125.162","117.878","80.282","70.793","62.133","53.814","55.397","43.454","38.935","40.436","43.496","44.697","52.563","53.06","57.028","85.246","89.84","103.816","81.043","84.463","155.411","85.334","73.091"
"IMF.RES:WEO(6.0.0)","BHS.GGXWDG_NGDP.A","OBS_VALUE","Bahamas, The","Gross debt, General government, Percent of GDP","Annual","Units","13.223","15.256","17.872","19.708","20.915","21.022","20.749","21.497","20.793","19.759","19.176","18.48","19.435","20.841","21.62","22.954","23.154","23.49","25.344","30.089","33.883","35.262","37.589","44.415","48.294","50.67","51.057","55.027","62.328","60.732","74.674","99.683","88.643","81.679","78.832","79.39"
"IMF.RES:WEO(6.0.0)","AZE.GGXWDG_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","19.209","16.721","11.443","14.291","25.414","13.133","12.954","11.885","10.659","9.71","6.855","5.297","4.003","3.221","4.726","4.981","4.967","5.831","6.179","8.533","17.98","20.608","22.509","18.685","17.656","21.327","26.349","17.324","21.807","20.85","21.017"
"IMF.RES:WEO(6.0.0)","BHR.GGXWDG_NGDP.A","OBS_VALUE","Bahrain, Kingdom of","Gross debt, General government, Percent of GDP","Annual","Units","7.237","6.709","6.45","5.946","5.622","13.62","13.117","14.756","19.995","24.668","24.695","25.013","27.222","31.129","28.198","23.207","19.426","15.679","12.051","20.492","28.787","31.554","34.833","42.27","42.63","63.18","77.366","84.029","90.384","97.129","125.7","122.3","111.648","123.02","134.007","141.423"
"IMF.RES:WEO(6.0.0)","ABW.GGXWDG_NGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","55.095","54.771","51.068","41.039","39.288","38.613","44.326","47.079","40.848","42.543","45.093","45.518","44.558","40.31","48.785","54.662","59.347","65.533","70.032","77.709","74.177","75.387","75.825","73.31","72.227","115.655","107.854","97.369","85.178","74.43","71.069"
"IMF.RES:WEO(6.0.0)","AUT.GGXWDG_NGDP.A","OBS_VALUE","Austria","Gross debt, General government, Percent of GDP","Annual","Units","56.239","56.443","56.336","60.962","64.071","68.238","68.18","63.373","69.197","61.34","66.109","67.238","67.44","66.412","65.912","69.428","68.176","65.813","69.528","80.752","83.654","83.356","82.935","82.431","85.21","85.615","83.419","79.057","74.586","71.006","83.183","82.395","78.344","78.404","81.206","82.882"
"IMF.RES:WEO(6.0.0)","BGD.GGXWDG_NGDP.A","OBS_VALUE","Bangladesh","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","37.044","36.585","35.558","35.332","34.989","33.87","33.01","29.623","29.393","29.078","28.344","28.683","28.206","27.72","28.306","29.553","31.951","34.509","35.614","37.863","39.27","40.126","40.258"
"IMF.RES:WEO(6.0.0)","BLR.GGXWDG_NGDP.A","OBS_VALUE","Belarus, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","9.223","8.115","12.274","15.813","20.295","32.547","36.805","58.223","36.946","36.859","38.791","53.007","53.482","53.16","47.515","40.999","47.493","41.182","40.792","40.72","44.378","42.922"
"IMF.RES:WEO(6.0.0)","BRB.GGXWDG_NGDP.A","OBS_VALUE","Barbados","Gross debt, General government, Percent of GDP","Annual","Units","","","","","54.285","54.921","55.285","54.904","49.909","49.71","56.631","62.339","65.523","65.279","64.508","66.272","67.738","68.63","73.788","88.198","95.278","99.025","108.807","118.402","122.44","131.623","135.269","142.847","114.212","107.646","138.17","121.594","113.683","111.482","102.922","97.733"
"IMF.RES:WEO(6.0.0)","BTN.GGXWDG_NGDP.A","OBS_VALUE","Bhutan","Gross debt, General government, Percent of GDP","Annual","Units","","","","60.207","53.191","38.748","36.846","32.977","36.401","39.229","44.029","52.352","57.708","68.5","76.03","80.84","80.124","67.253","60.566","61.036","55.813","62.331","71.471","92.373","89.788","90.157","107.484","104.08","107.295","99.737","114.939","123.276","117.344","115.443","107.775","102.884"
"IMF.RES:WEO(6.0.0)","BEN.GGXWDG_NGDP.A","OBS_VALUE","Benin","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","53.571","39.409","39.592","37.987","30.768","23.381","21.51","26.978","8.366","14.286","18.307","18.748","21.0","21.86","19.54","18.504","22.282","30.9","35.923","39.598","41.08","41.23","46.142","50.288","54.187","54.904","54.033","52.547"
"IMF.RES:WEO(6.0.0)","BLZ.GGXWDG_NGDP.A","OBS_VALUE","Belize","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","49.511","53.156","67.163","70.635","72.7","71.337","66.407","64.65","69.71","68.547","66.383","63.387","62.855","61.543","65.079","70.438","78.106","78.77","78.386","103.261","82.483","66.823","67.177","60.955","59.499"
"IMF.RES:WEO(6.0.0)","BIH.GGXWDG_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","54.397","56.039","34.599","35.128","31.118","27.563","25.487","24.861","20.577","18.169","30.321","36.368","42.205","40.941","43.557","43.755","47.14","46.376","44.874","38.616","34.894","33.168","37.098","35.618","31.013","31.588","32.752","33.794"
"IMF.RES:WEO(6.0.0)","G998.GGXWDG_NGDP.A","OBS_VALUE","European Union (EU)","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","70.691","72.718","72.141","70.649","69.563","66.638","65.649","65.631","66.898","66.968","67.174","64.897","62.307","65.546","75.56","80.503","82.49","86.592","88.809","89.065","87.0","85.935","83.314","81.268","79.076","91.267","88.373","84.04","82.03","82.496","83.63"
"IMF.RES:WEO(6.0.0)","BOL.GGXWDG_NGDP.A","OBS_VALUE","Bolivia","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","74.318","82.977","86.687","95.645","89.81","82.158","54.375","40.032","36.785","39.209","37.637","35.327","35.394","36.097","37.603","40.905","46.49","51.26","53.076","58.626","77.971","81.409","80.1","90.777","95.042","92.405"
"IMF.RES:WEO(6.0.0)","BDI.GGXWDG_NGDP.A","OBS_VALUE","Burundi","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","136.425","127.387","159.088","171.969","172.738","136.98","130.255","129.613","102.515","25.69","46.912","42.706","41.43","37.858","37.971","39.926","46.119","46.902","52.971","60.053","65.9","66.467","68.279","47.216","43.178","35.305"
"IMF.RES:WEO(6.0.0)","TJK.GGXWDG_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","96.567","107.807","111.429","99.449","98.297","69.76","49.412","45.843","36.807","34.269","30.229","36.94","36.838","35.512","32.462","29.292","27.892","35.019","42.179","46.3","46.585","43.495","51.762","42.097","32.501","30.937","29.543","28.436"
"IMF.RES:WEO(6.0.0)","BRN.GGXWDG_NGDP.A","OBS_VALUE","Brunei Darussalam","Gross debt, General government, Percent of GDP","Annual","Units","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.594","0.685","0.942","1.11","1.113","2.129","2.101","2.209","3.231","2.953","3.005","2.825","2.586","2.575","2.857","2.514","2.057","2.334","2.29","2.207"
"IMF.RES:WEO(6.0.0)","BFA.GGXWDG_NGDP.A","OBS_VALUE","Burkina Faso","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","43.287","39.658","40.74","39.214","20.089","22.416","24.868","25.871","22.668","28.4","25.211","25.901","26.086","31.252","32.854","33.885","38.114","41.734","43.637","55.369","56.369","52.657","52.686","50.163"
"IMF.RES:WEO(6.0.0)","BGR.GGXWDG_NGDP.A","OBS_VALUE","Bulgaria","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","67.322","78.671","73.341","67.06","53.404","45.428","37.764","28.472","22.608","17.588","14.702","14.54","14.064","14.335","16.545","17.165","26.266","25.359","27.007","22.919","20.1","18.382","22.715","22.362","21.457","21.872","23.358","28.04"
"IMF.RES:WEO(6.0.0)","BWA.GGXWDG_NGDP.A","OBS_VALUE","Botswana","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","11.306","9.311","8.161","7.475","8.372","7.077","10.749","7.46","6.136","5.931","7.795","22.427","26.547","27.892","26.448","23.774","23.936","24.453","22.341","19.591","19.642","21.511","23.508","22.282","20.989","22.505","32.565","42.953"
"IMF.RES:WEO(6.0.0)","BRA.GGXWDG_NGDP.A","OBS_VALUE","Brazil","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","62.198","67.331","76.095","71.514","68.025","66.969","64.599","63.025","61.42","64.702","62.433","60.634","61.614","59.595","61.617","71.73","77.422","82.745","84.777","87.118","96.007","88.934","83.939","84.001","87.284","92.041"
"IMF.RES:WEO(6.0.0)","CMR.GGXWDG_NGDP.A","OBS_VALUE","Cameroon","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","67.759","68.37","75.881","62.182","56.6","51.521","51.728","43.843","18.354","13.804","11.153","11.256","13.989","15.047","14.874","17.472","20.707","31.62","32.108","36.539","38.335","41.597","44.858","47.154","45.579","43.154","42.675","39.866"
"IMF.RES:WEO(6.0.0)","CPV.GGXWDG_NGDP.A","OBS_VALUE","Cabo Verde","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","79.323","72.938","66.357","71.943","62.158","64.658","65.582","67.847","66.713","66.203","59.601","57.493","58.788","73.515","71.56","82.937","93.476","105.589","115.571","115.403","112.759","112.001","109.419","143.783","149.063","124.026","114.039","113.744","109.607"
"IMF.RES:WEO(6.0.0)","KHM.GGXWDG_NGDP.A","OBS_VALUE","Cambodia","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","30.131","31.41","37.158","34.647","34.852","33.509","37.83","39.782","38.744","31.67","26.729","25.068","22.954","23.682","23.402","23.795","24.861","24.397","24.174","23.264","21.79","22.641","21.089","20.835","25.227","25.942","25.043","25.732","26.622","29.077"
"IMF.RES:WEO(6.0.0)","TCD.GGXWDG_NGDP.A","OBS_VALUE","Chad","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","44.684","52.407","43.514","41.959","34.424","25.157","21.958","20.078","17.643","15.663","23.867","22.856","22.323","19.94","22.279","29.503","31.312","40.274","38.925","33.424","38.184","41.072","41.563","32.228","32.603","33.8","33.884"
"IMF.RES:WEO(6.0.0)","CHL.GGXWDG_NGDP.A","OBS_VALUE","Chile","Gross debt, General government, Percent of GDP","Annual","Units","","37.104","30.492","28.087","22.61","17.25","14.584","12.78","12.115","13.277","13.146","14.348","15.045","12.573","10.314","7.04","5.022","3.901","4.916","5.845","8.607","11.127","11.939","12.784","15.02","17.375","21.101","23.652","25.798","28.33","32.38","36.448","37.907","39.415","41.981","42.984"
"IMF.RES:WEO(6.0.0)","CHN.GGXWDG_NGDP.A","OBS_VALUE","China, People's Republic of","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","21.424","21.221","20.394","20.438","21.609","22.708","24.252","25.553","26.418","26.0","25.91","25.174","28.708","26.715","33.985","33.343","33.184","33.825","36.438","39.308","40.782","49.72","53.903","55.577","59.441","69.035","70.147","75.453","82.014","88.327","96.306"
"IMF.RES:WEO(6.0.0)","CAF.GGXWDG_NGDP.A","OBS_VALUE","Central African Republic","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","96.137","85.321","84.162","94.679","103.115","98.518","95.886","99.724","102.962","46.75","47.851","35.766","20.3","19.883","19.686","31.533","51.79","62.24","59.79","53.887","50.275","50.032","48.152","44.397","48.525","51.028","58.183","60.665","58.292"
"IMF.RES:WEO(6.0.0)","COG.GGXWDG_NGDP.A","OBS_VALUE","Congo, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","145.02","180.082","163.513","185.31","122.591","99.752","94.725","93.757","69.598","83.836","43.487","34.39","30.198","33.937","42.323","74.184","84.635","88.479","71.223","77.605","102.514","97.764","92.483","99.01","95.442","91.401"
"IMF.RES:WEO(6.0.0)","COL.GGXWDG_NGDP.A","OBS_VALUE","Colombia","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","23.286","25.263","27.454","33.983","37.988","41.095","47.546","45.04","41.482","38.533","35.969","32.663","32.382","35.387","36.497","35.783","33.967","37.592","43.319","50.375","49.904","49.449","51.761","50.972","65.274","64.417","61.3","55.457","61.277","59.724"
"IMF.RES:WEO(6.0.0)","COD.GGXWDG_NGDP.A","OBS_VALUE","Congo, Democratic Republic of the","Gross debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","","134.982","185.411","136.042","114.464","164.086","111.998","107.549","85.089","80.301","91.617","31.796","29.321","25.128","23.828","22.774","25.483","32.979","23.18","19.288","19.393","24.856","24.685","22.603","25.061","19.31","16.316"
