"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","IRN.LP.A","OBS_VALUE","Iran, Islamic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","5.9187E7","6.0055E7","6.0994E7","6.1842E7","6.2512E7","6.3515E7","6.4584E7","6.5657E7","6.7315E7","6.8345E7","6.939E7","7.0496E7","7.1532E7","7.2266E7","7.3196E7","7.4157E7","7.515E7","7.6038E7","7.7016E7","7.797E7","7.894E7","7.9926E7","8.107E7","8.2084E7","8.3075E7","8.4038E7","8.4055E7","8.4904E7","8.5761E7","8.6626E7","8.75E7"
"IMF.RES:WEO(6.0.0)","IDN.LP.A","OBS_VALUE","Indonesia","Population, Persons for countries / Index for country groups","Annual","Millions","1.94755E8","1.97004E8","1.9928E8","2.01581E8","2.03909E8","2.06265E8","2.09206E8","2.1219E8","2.15216E8","2.18285E8","2.21398E8","2.24555E8","2.27758E8","2.31006E8","2.343E8","2.37641E8","2.41991E8","2.45425E8","2.48818E8","2.52165E8","2.55182E8","2.58497E8","2.61356E8","2.64162E8","2.66912E8","2.70204E8","2.72679E8","2.7572E8","2.78696E8","2.81604E8","2.84439E8"
"IMF.RES:WEO(6.0.0)","JOR.LP.A","OBS_VALUE","Jordan","Population, Persons for countries / Index for country groups","Annual","Millions","4458000.0","4609000.0","4734000.0","4844000.0","4951000.0","5056000.0","5163000.0","5276000.0","5396000.0","5532000.0","5679000.0","6076000.0","6473000.0","6633000.0","6780000.0","6931000.0","7110000.0","7212000.0","7695000.0","8658000.0","9494000.0","9965000.0","1.0215E7","1.046E7","1.0699E7","1.0929E7","1.1148E7","1.1286E7","1.1337E7","1.1385E7","1.1442E7"
"IMF.RES:WEO(6.0.0)","JPN.LP.A","OBS_VALUE","Japan","Population, Persons for countries / Index for country groups","Annual","Millions","1.25436E8","1.25711E8","1.26011E8","1.26349E8","1.26587E8","1.26831E8","1.27132E8","1.274E8","1.27634E8","1.27734E8","1.27752E8","1.27746E8","1.27757E8","1.27692E8","1.27551E8","1.27594E8","1.27831E8","1.27552E8","1.27333E8","1.2712E8","1.26978E8","1.2696E8","1.26746E8","1.26495E8","1.26221E8","1.25849E8","1.25492E8","1.25063E8","1.24482E8","1.2389E8","1.23291E8"
"IMF.RES:WEO(6.0.0)","KEN.LP.A","OBS_VALUE","Kenya","Population, Persons for countries / Index for country groups","Annual","Millions","2.55E7","2.63E7","2.7E7","2.78E7","2.87E7","2.95E7","3.03E7","3.11E7","3.2E7","3.29E7","3.38E7","3.47E7","3.57E7","3.67E7","3.77E7","3.86E7","3.95E7","4.04E7","4.14E7","4.24E7","4.33E7","4.43E7","4.54E7","4.64E7","4.76E7","4.8797E7","4.9747E7","5.064E7","5.1539E7","5.2444E7","5.3354E7"
"IMF.RES:WEO(6.0.0)","KIR.LP.A","OBS_VALUE","Kiribati","Population, Persons for countries / Index for country groups","Annual","Millions","78000.0","79000.0","80000.0","82000.0","83000.0","84000.0","86000.0","88000.0","89000.0","91000.0","93000.0","95000.0","97000.0","99000.0","101000.0","103000.0","104000.0","106000.0","107000.0","109000.0","110000.0","112000.0","114000.0","116000.0","118000.0","119000.0","121000.0","123000.0","125000.0","127000.0","129000.0"
"IMF.RES:WEO(6.0.0)","JAM.LP.A","OBS_VALUE","Jamaica","Population, Persons for countries / Index for country groups","Annual","Millions","2462000.0","2485000.0","2509000.0","2534000.0","2559000.0","2582000.0","2605000.0","2620000.0","2629000.0","2639000.0","2648000.0","2658000.0","2667000.0","2677000.0","2686000.0","2696000.0","2703000.0","2710000.0","2713000.0","2716000.0","2719000.0","2722000.0","2726000.0","2731000.0","2734000.0","2737000.0","2740000.0","2743000.0","2747000.0","2750000.0","2753000.0"
"IMF.RES:WEO(6.0.0)","KOR.LP.A","OBS_VALUE","Korea, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","4.5093E7","4.5525E7","4.5954E7","4.6287E7","4.6617E7","4.7008E7","4.737E7","4.7645E7","4.7892E7","4.8083E7","4.8185E7","4.8438E7","4.8684E7","4.9055E7","4.9308E7","4.9554E7","4.9937E7","5.02E7","5.0429E7","5.0747E7","5.1015E7","5.1218E7","5.1362E7","5.1585E7","5.1765E7","5.1836E7","5.177E7","5.1673E7","5.1713E7","5.1751E7","5.1681E7"
"IMF.RES:WEO(6.0.0)","LAO.LP.A","OBS_VALUE","Lao People's Democratic Republic","Population, Persons for countries / Index for country groups","Annual","Millions","4923000.0","5039000.0","5151000.0","5247000.0","5340000.0","5431000.0","5520000.0","5606000.0","5689000.0","5768000.0","5853000.0","5947000.0","6041000.0","6136000.0","6230000.0","6323000.0","6416000.0","6509000.0","6601000.0","6691000.0","6787000.0","6891000.0","6998000.0","7105000.0","7212000.0","7319000.0","7425000.0","7477000.0","7582000.0","7686000.0","7788000.0"
"IMF.RES:WEO(6.0.0)","LSO.LP.A","OBS_VALUE","Lesotho, Kingdom of","Population, Persons for countries / Index for country groups","Annual","Millions","1877000.0","1862000.0","1864000.0","1865000.0","1867000.0","1868000.0","1869000.0","1871000.0","1872000.0","1874000.0","1875000.0","1877000.0","1889000.0","1902000.0","1915000.0","1928000.0","1941000.0","1954000.0","1967000.0","1980000.0","1994000.0","2007000.0","2021000.0","2034000.0","2048000.0","2062000.0","2087000.0","2112000.0","2138000.0","2164000.0","2190000.0"
"IMF.RES:WEO(6.0.0)","LBY.LP.A","OBS_VALUE","Libya","Population, Persons for countries / Index for country groups","Annual","Millions","4750000.0","4840000.0","4920000.0","5010000.0","5090000.0","5180000.0","5260000.0","5340000.0","5420000.0","5510000.0","5590000.0","5690000.0","5780000.0","5880000.0","5960000.0","6041000.0","5923000.0","6283000.0","6266000.0","6259000.0","6322000.0","6385000.0","6448000.0","6513000.0","6578000.0","6644000.0","6710000.0","6777000.0","6845000.0","6913000.0","6982000.0"
"IMF.RES:WEO(6.0.0)","MWI.LP.A","OBS_VALUE","Malawi","Population, Persons for countries / Index for country groups","Annual","Millions","1.0666E7","1.0876E7","1.1148E7","1.1458E7","1.1774E7","1.207E7","1.2343E7","1.2813E7","1.3098E7","1.3385E7","1.3654E7","1.4043E7","1.4439E7","1.4846E7","1.5274E7","1.5714E7","1.6166E7","1.6632E7","1.7111E7","1.7604E7","1.8111E7","1.8632E7","1.9169E7","1.9721E7","2.0289E7","2.0873E7","2.1474E7","2.2093E7","2.2729E7","2.3384E7","2.4057E7"
"IMF.RES:WEO(6.0.0)","MDG.LP.A","OBS_VALUE","Madagascar, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.2987E7","1.3378E7","1.378E7","1.4195E7","1.4622E7","1.5063E7","1.5516E7","1.5983E7","1.6464E7","1.696E7","1.747E7","1.7996E7","1.8538E7","1.9096E7","1.967E7","2.0262E7","2.0872E7","2.1501E7","2.2148E7","2.2814E7","2.3501E7","2.4209E7","2.4937E7","2.5674E7","2.6525E7","2.734E7","2.8178E7","2.8961E7","2.9766E7","3.0594E7","3.1444E7"
"IMF.RES:WEO(6.0.0)","LUX.LP.A","OBS_VALUE","Luxembourg","Population, Persons for countries / Index for country groups","Annual","Millions","406000.0","412000.0","417000.0","422000.0","427000.0","434000.0","439000.0","444000.0","448000.0","455000.0","461000.0","469000.0","476000.0","484000.0","494000.0","502000.0","512000.0","525000.0","537000.0","550000.0","563000.0","576000.0","591000.0","602000.0","614000.0","626000.0","635000.0","645000.0","661000.0","672000.0","685000.0"
"IMF.RES:WEO(6.0.0)","MDV.LP.A","OBS_VALUE","Maldives","Population, Persons for countries / Index for country groups","Annual","Millions","245000.0","250000.0","255000.0","261000.0","266000.0","270000.0","276000.0","281000.0","285000.0","289000.0","294000.0","299000.0","305000.0","310000.0","315000.0","320000.0","325000.0","331000.0","336000.0","342000.0","348000.0","354000.0","360000.0","366000.0","372000.0","378000.0","384000.0","391000.0","397000.0","404000.0","411000.0"
"IMF.RES:WEO(6.0.0)","MLI.LP.A","OBS_VALUE","Mali","Population, Persons for countries / Index for country groups","Annual","Millions","9921000.0","1.0132E7","1.0359E7","1.062E7","1.0917E7","1.1239E7","1.1584E7","1.1953E7","1.2342E7","1.2752E7","1.3181E7","1.3624E7","1.4081E7","1.4551E7","1.5033E7","1.5529E7","1.604E7","1.6515E7","1.7004E7","1.7552E7","1.8113E7","1.87E7","1.9311E7","1.9934E7","2.0567E7","2.1224E7","2.1905E7","2.2594E7","2.3294E7","2.4031E7","2.479E7"
"IMF.RES:WEO(6.0.0)","MYS.LP.A","OBS_VALUE","Malaysia","Population, Persons for countries / Index for country groups","Annual","Millions","2.0682E7","2.1223E7","2.1769E7","2.2334E7","2.291E7","2.3495E7","2.4123E7","2.4727E7","2.532E7","2.5905E7","2.6477E7","2.6832E7","2.71E7","2.76E7","2.8082E7","2.8589E7","2.9062E7","2.951E7","3.0214E7","3.0709E7","3.1186E7","3.1634E7","3.2023E7","3.2382E7","3.2523E7","3.2447E7","3.2576E7","3.2652E7","3.3059E7","3.346E7","3.3852E7"
"IMF.RES:WEO(6.0.0)","MLT.LP.A","OBS_VALUE","Malta","Population, Persons for countries / Index for country groups","Annual","Millions","376000.0","378000.0","381000.0","384000.0","386000.0","389000.0","391000.0","395000.0","397000.0","400000.0","403000.0","405000.0","406000.0","408000.0","411000.0","414000.0","415000.0","418000.0","421000.0","428000.0","439000.0","450000.0","459000.0","475000.0","493000.0","515000.0","516000.0","520000.0","542000.0","553000.0","563000.0"
"IMF.RES:WEO(6.0.0)","MEX.LP.A","OBS_VALUE","Mexico","Population, Persons for countries / Index for country groups","Annual","Millions","9.2507E7","9.4006E7","9.5438E7","9.6799E7","9.8085E7","9.9369E7","1.00739E8","1.02167E8","1.03588E8","1.04971E8","1.06371E8","1.07886E8","1.09539E8","1.11276E8","1.1303E8","1.14756E8","1.16446E8","1.18061E8","1.19598E8","1.21049E8","1.22368E8","1.23587E8","1.24777E8","1.25996E8","1.27216E8","1.28209E8","1.28983E8","1.29961E8","1.31135E8","1.32274E8","1.33367E8"
"IMF.RES:WEO(6.0.0)","MUS.LP.A","OBS_VALUE","Mauritius","Population, Persons for countries / Index for country groups","Annual","Millions","1122000.0","1134000.0","1148000.0","1160000.0","1175000.0","1187000.0","1196000.0","1205000.0","1213000.0","1221000.0","1228000.0","1234000.0","1240000.0","1244000.0","1247000.0","1250000.0","1252000.0","1256000.0","1259000.0","1261000.0","1263000.0","1264000.0","1265000.0","1266000.0","1265000.0","1266000.0","1264000.0","1261000.0","1260000.0","1258000.0","1256000.0"
"IMF.RES:WEO(6.0.0)","MOZ.LP.A","OBS_VALUE","Mozambique, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.5483E7","1.596E7","1.6397E7","1.6814E7","1.7244E7","1.7712E7","1.8222E7","1.8764E7","1.9331E7","1.9911E7","2.0494E7","2.108E7","2.1673E7","2.2277E7","2.2895E7","2.3532E7","2.4188E7","2.4863E7","2.5561E7","2.6286E7","2.7042E7","2.783E7","2.8649E7","2.9424E7","3.0286E7","3.1178E7","3.2077E7","3.297E7","3.3897E7","3.4858E7","3.5835E7"
"IMF.RES:WEO(6.0.0)","MAR.LP.A","OBS_VALUE","Morocco","Population, Persons for countries / Index for country groups","Annual","Millions","2.6384E7","2.6761E7","2.714E7","2.7519E7","2.79E7","2.8283E7","2.8666E7","2.9051E7","2.9438E7","2.9826E7","3.0215E7","3.0606E7","3.0998E7","3.1391E7","3.1786E7","3.2182E7","3.2579E7","3.2978E7","3.3378E7","3.377E7","3.4125E7","3.4487E7","3.4852E7","3.522E7","3.5587E7","3.5952E7","3.6313E7","3.667E7","3.7022E7","3.737E7","3.7712E7"
"IMF.RES:WEO(6.0.0)","NPL.LP.A","OBS_VALUE","Nepal","Population, Persons for countries / Index for country groups","Annual","Millions","2.2306E7","2.2784E7","2.3249E7","2.3703E7","2.4143E7","2.456E7","2.4956E7","2.5332E7","2.5683E7","2.6004E7","2.6285E7","2.6519E7","2.6714E7","2.6882E7","2.7027E7","2.7162E7","2.7266E7","2.7331E7","2.7382E7","2.7462E7","2.761E7","2.7861E7","2.8183E7","2.8507E7","2.8832E7","2.9349E7","3.0035E7","3.0548E7","3.0897E7","3.125E7","3.1607E7"
"IMF.RES:WEO(6.0.0)","NLD.LP.A","OBS_VALUE","Netherlands, The","Population, Persons for countries / Index for country groups","Annual","Millions","1.5424E7","1.5494E7","1.5567E7","1.5654E7","1.576E7","1.5864E7","1.5987E7","1.6105E7","1.6193E7","1.6258E7","1.6306E7","1.6334E7","1.6358E7","1.6405E7","1.6486E7","1.6575E7","1.6656E7","1.673E7","1.678E7","1.6829E7","1.6901E7","1.6979E7","1.7082E7","1.7181E7","1.7282E7","1.7408E7","1.7475E7","1.7591E7","1.7811E7","1.7943E7","1.8048E7"
"IMF.RES:WEO(6.0.0)","NZL.LP.A","OBS_VALUE","New Zealand","Population, Persons for countries / Index for country groups","Annual","Millions","3676000.0","3734000.0","3783000.0","3816000.0","3837000.0","3860000.0","3887000.0","3951000.0","4028000.0","4089000.0","4136000.0","4185000.0","4226000.0","4262000.0","4305000.0","4353000.0","4386000.0","4411000.0","4447000.0","4520000.0","4613000.0","4717000.0","4815000.0","4902000.0","4986000.0","5086000.0","5111000.0","5125000.0","5243000.0","5335000.0","5391000.0"
"IMF.RES:WEO(6.0.0)","NER.LP.A","OBS_VALUE","Niger","Population, Persons for countries / Index for country groups","Annual","Millions","9490000.0","9827000.0","1.0178E7","1.0546E7","1.093E7","1.1332E7","1.1751E7","1.219E7","1.2648E7","1.3126E7","1.3624E7","1.4144E7","1.4685E7","1.5251E7","1.5843E7","1.6464E7","1.7115E7","1.7795E7","1.8504E7","1.924E7","2.0002E7","2.0789E7","2.1602E7","2.2443E7","2.3311E7","2.4207E7","2.5131E7","2.6084E7","2.7066E7","2.808E7","2.9126E7"
"IMF.RES:WEO(6.0.0)","NGA.LP.A","OBS_VALUE","Nigeria","Population, Persons for countries / Index for country groups","Annual","Millions","1.07948E8","1.10669E8","1.13458E8","1.1632E8","1.1926E8","1.22284E8","1.25394E8","1.28596E8","1.31901E8","1.3532E8","1.38865E8","1.42538E8","1.4634E8","1.5027E8","1.54325E8","1.58503E8","1.62805E8","1.67229E8","1.71766E8","1.76405E8","1.81137E8","1.8596E8","1.90873E8","1.95875E8","2.00964E8","2.0614E8","2.11401E8","2.16747E8","2.22182E8","2.27713E8","2.33343E8"
"IMF.RES:WEO(6.0.0)","NOR.LP.A","OBS_VALUE","Norway","Population, Persons for countries / Index for country groups","Annual","Millions","4370000.0","4393000.0","4413000.0","4441000.0","4473000.0","4501000.0","4519000.0","4547000.0","4573000.0","4599000.0","4632000.0","4672000.0","4722000.0","4787000.0","4843000.0","4908000.0","4973000.0","5038000.0","5096000.0","5156000.0","5205000.0","5252000.0","5290000.0","5324000.0","5357000.0","5385000.0","5415000.0","5475000.0","5534000.0","5585000.0","5622000.0"
"IMF.RES:WEO(6.0.0)","OMN.LP.A","OBS_VALUE","Oman","Population, Persons for countries / Index for country groups","Annual","Millions","2172000.0","2225000.0","2274000.0","2318000.0","2361000.0","2402000.0","2443000.0","2484000.0","2526000.0","2570000.0","2618000.0","2670000.0","2726000.0","2785000.0","2883000.0","2998000.0","3295000.0","3623000.0","3855000.0","3992000.0","4159000.0","4414000.0","4560000.0","4602000.0","4618000.0","4445000.0","4488000.0","4934000.0","5166000.0","5331000.0","5502000.0"
"IMF.RES:WEO(6.0.0)","PAK.LP.A","OBS_VALUE","Pakistan","Population, Persons for countries / Index for country groups","Annual","Millions","1.20047E8","1.23069E8","1.26128E8","1.29222E8","1.32352E8","1.3555E8","1.3887E8","1.4228E8","1.4578E8","1.4936E8","1.5304E8","1.5681E8","1.6067E8","1.6463E8","1.6869E8","1.7286E8","1.7713E8","1.8152E8","1.8601E8","1.9062E8","1.9535E8","2.0019E8","2.0517E8","2.0975E8","2.1395E8","2.1824E8","2.2259E8","2.27E8","2.3145E8","2.3595E8","2.40537E8"
"IMF.RES:WEO(6.0.0)","PAN.LP.A","OBS_VALUE","Panama","Population, Persons for countries / Index for country groups","Annual","Millions","2747000.0","2804000.0","2862000.0","2921000.0","2980000.0","3041000.0","3102000.0","3164000.0","3227000.0","3289000.0","3351000.0","3413000.0","3476000.0","3538000.0","3600000.0","3662000.0","3724000.0","3788000.0","3851000.0","3913000.0","3975000.0","4037000.0","4098000.0","4159000.0","4219000.0","4279000.0","4337000.0","4395000.0","4453000.0","4510000.0","4566000.0"
"IMF.RES:WEO(6.0.0)","PNG.LP.A","OBS_VALUE","Papua New Guinea","Population, Persons for countries / Index for country groups","Annual","Millions","4520000.0","4640000.0","4761000.0","4883000.0","5006000.0","5130000.0","5256000.0","5384000.0","5515000.0","5647000.0","5781000.0","5917000.0","6056000.0","6196000.0","6339000.0","6738000.0","7254000.0","7615000.0","7993000.0","8390000.0","8807000.0","9245000.0","9704000.0","1.0186E7","1.0693E7","1.1224E7","1.1782E7","1.2029E7","1.2282E7","1.2539E7","1.2803E7"
"IMF.RES:WEO(6.0.0)","PER.LP.A","OBS_VALUE","Peru","Population, Persons for countries / Index for country groups","Annual","Millions","2.4243E7","2.4689E7","2.5145E7","2.5593E7","2.6014E7","2.639E7","2.6715E7","2.6999E7","2.7255E7","2.7492E7","2.7722E7","2.7935E7","2.8122E7","2.83E7","2.8485E7","2.8693E7","2.8906E7","2.9113E7","2.9341E7","2.9616E7","2.9964E7","3.0423E7","3.0974E7","3.1562E7","3.2131E7","3.2626E7","3.3035E7","3.3397E7","3.3731E7","3.4068E7","3.4409E7"
"IMF.RES:WEO(6.0.0)","PRY.LP.A","OBS_VALUE","Paraguay","Population, Persons for countries / Index for country groups","Annual","Millions","4526000.0","4634000.0","4741000.0","4848000.0","4952000.0","5054000.0","5148000.0","5227000.0","5295000.0","5358000.0","5419000.0","5478000.0","5533000.0","5586000.0","5641000.0","5701000.0","5775000.0","5855000.0","5939000.0","6026000.0","6114000.0","6204000.0","6294000.0","6383000.0","6472000.0","6559000.0","6649000.0","6719000.0","6802000.0","6887000.0","6972000.0"
"IMF.RES:WEO(6.0.0)","PRT.LP.A","OBS_VALUE","Portugal","Population, Persons for countries / Index for country groups","Annual","Millions","1.0026E7","1.0064E7","1.0109E7","1.016E7","1.0218E7","1.029E7","1.0363E7","1.042E7","1.0459E7","1.0484E7","1.0503E7","1.0522E7","1.0543E7","1.0558E7","1.0568E7","1.0573E7","1.0566E7","1.0531E7","1.0474E7","1.042E7","1.0382E7","1.0357E7","1.034E7","1.0335E7","1.0354E7","1.0385E7","1.0408E7","1.0469E7","1.0578E7","1.0671E7","1.0714E7"
"IMF.RES:WEO(6.0.0)","POL.LP.A","OBS_VALUE","Poland, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","3.8581E7","3.8609E7","3.8639E7","3.866E7","3.8667E7","3.8263E7","3.8254E7","3.8242E7","3.8219E7","3.8191E7","3.8174E7","3.8157E7","3.8125E7","3.8116E7","3.8136E7","3.8023E7","3.8063E7","3.8064E7","3.8063E7","3.8018E7","3.8006E7","3.7967E7","3.7973E7","3.7977E7","3.7973E7","3.7958E7","3.7073E7","3.689E7","3.6754E7","3.6621E7","3.6559E7"
"IMF.RES:WEO(6.0.0)","PHL.LP.A","OBS_VALUE","Philippines","Population, Persons for countries / Index for country groups","Annual","Millions","6.841E7","7.19E7","7.353E7","7.536E7","7.699E7","7.695E7","7.861E7","8.027E7","8.191E7","8.355E7","8.517E7","8.679E7","8.839E7","8.998E7","9.156E7","9.314E7","9.47E7","9.625E7","9.779E7","9.931E7","1.0083E8","1.0253E8","1.0417E8","1.0576E8","1.0729E8","1.092E8","1.1008E8","1.1094E8","1.1191E8","1.1317E8","1.14374E8"
"IMF.RES:WEO(6.0.0)","PRI.LP.A","OBS_VALUE","Puerto Rico","Population, Persons for countries / Index for country groups","Annual","Millions","3655000.0","3685000.0","3716000.0","3748000.0","3782000.0","3811000.0","3819000.0","3824000.0","3826000.0","3827000.0","3821000.0","3805000.0","3783000.0","3761000.0","3740000.0","3722000.0","3679000.0","3634000.0","3593000.0","3535000.0","3474000.0","3411000.0","3300000.0","3200000.0","3200000.0","3159000.0","3200000.0","3200000.0","3206000.0","3190000.0","3174000.0"
"IMF.RES:WEO(6.0.0)","QAT.LP.A","OBS_VALUE","Qatar","Population, Persons for countries / Index for country groups","Annual","Millions","501000.0","512000.0","529000.0","550000.0","572000.0","594000.0","612000.0","630000.0","660000.0","720000.0","821000.0","968000.0","1152000.0","1554000.0","1639000.0","1715000.0","1733000.0","1833000.0","2004000.0","2216000.0","2438000.0","2618000.0","2725000.0","2760000.0","2799000.0","2834000.0","2748000.0","2932000.0","3063000.0","3094000.0","3109000.0"
"IMF.RES:WEO(6.0.0)","ROU.LP.A","OBS_VALUE","Romania","Population, Persons for countries / Index for country groups","Annual","Millions","2.2927E7","2.28E7","2.2679E7","2.2565E7","2.2458E7","2.2455E7","2.243E7","2.1833E7","2.1628E7","2.1521E7","2.1382E7","2.1257E7","2.1131E7","2.0635E7","2.044E7","2.0295E7","2.0199E7","2.0096E7","2.002E7","1.9947E7","1.9871E7","1.9761E7","1.9644E7","1.9533E7","1.9414E7","1.9329E7","1.9202E7","1.9042E7","1.9055E7","1.8944E7","1.8832E7"
"IMF.RES:WEO(6.0.0)","RWA.LP.A","OBS_VALUE","Rwanda","Population, Persons for countries / Index for country groups","Annual","Millions","5992000.0","5925000.0","6203000.0","6769000.0","7500000.0","7700000.0","7900000.0","8100000.0","8300000.0","8600000.0","8800000.0","9000000.0","9200000.0","9500000.0","9700000.0","1.0E7","1.02E7","1.0483E7","1.0737E7","1.0997E7","1.1263E7","1.1533E7","1.1809E7","1.209E7","1.2374E7","1.2663E7","1.2956E7","1.3246E7","1.3499E7","1.3857E7","1.4162E7"
"IMF.RES:WEO(6.0.0)","STP.LP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","127000.0","130000.0","132000.0","135000.0","137000.0","139000.0","142000.0","144000.0","147000.0","151000.0","155000.0","159000.0","163000.0","167000.0","171000.0","175000.0","179000.0","183000.0","187000.0","191000.0","196000.0","200000.0","204000.0","209000.0","213000.0","218000.0","223000.0","227000.0","232000.0","237000.0","242000.0"
"IMF.RES:WEO(6.0.0)","SEN.LP.A","OBS_VALUE","Senegal","Population, Persons for countries / Index for country groups","Annual","Millions","8690000.0","8913000.0","9131000.0","9348000.0","9569000.0","9798000.0","1.0036E7","1.0284E7","1.0541E7","1.081E7","1.109E7","1.1382E7","1.1687E7","1.2005E7","1.2335E7","1.2678E7","1.3034E7","1.3402E7","1.3782E7","1.4175E7","1.4578E7","1.4994E7","1.5419E7","1.5854E7","1.6296E7","1.6744E7","1.7204E7","1.7676E7","1.8162E7","1.8661E7","1.9173E7"
"IMF.RES:WEO(6.0.0)","SAU.LP.A","OBS_VALUE","Saudi Arabia","Population, Persons for countries / Index for country groups","Annual","Millions","1.5981E7","1.6391E7","1.6811E7","1.7242E7","1.7684E7","1.8138E7","1.8603E7","1.908E7","1.9569E7","2.0071E7","2.0586E7","2.1113E7","2.1655E7","2.221E7","2.278E7","2.3978E7","2.5092E7","2.6169E7","2.7624E7","2.8309E7","2.9816E7","3.0954E7","3.0977E7","3.0196E7","3.0064E7","3.1553E7","3.0784E7","3.2175E7","3.3703E7","3.53E7","3.6006E7"
"IMF.RES:WEO(6.0.0)","SYC.LP.A","OBS_VALUE","Seychelles","Population, Persons for countries / Index for country groups","Annual","Millions","75000.0","76000.0","77000.0","79000.0","80000.0","81000.0","81000.0","83000.0","83000.0","82000.0","83000.0","85000.0","85000.0","87000.0","87000.0","90000.0","87000.0","88000.0","90000.0","91000.0","93000.0","94000.0","94000.0","95000.0","96000.0","97000.0","98000.0","99000.0","100000.0","101000.0","102000.0"
"IMF.RES:WEO(6.0.0)","SLE.LP.A","OBS_VALUE","Sierra Leone","Population, Persons for countries / Index for country groups","Annual","Millions","4304000.0","4313000.0","4335000.0","4381000.0","4462000.0","4585000.0","4754000.0","4966000.0","5201000.0","5434000.0","5646000.0","5829000.0","5990000.0","6134000.0","6273000.0","6416000.0","6563000.0","6713000.0","6864000.0","7017000.0","7172000.0","7329000.0","7488000.0","7650000.0","7813000.0","7977000.0","8141000.0","8606000.0","8791000.0","8972000.0","9157000.0"
"IMF.RES:WEO(6.0.0)","SGP.LP.A","OBS_VALUE","Singapore","Population, Persons for countries / Index for country groups","Annual","Millions","3525000.0","3671000.0","3796000.0","3927000.0","3959000.0","4028000.0","4138000.0","4176000.0","4115000.0","4167000.0","4266000.0","4401000.0","4589000.0","4839000.0","4988000.0","5077000.0","5184000.0","5312000.0","5399000.0","5470000.0","5535000.0","5607000.0","5612000.0","5639000.0","5704000.0","5686000.0","5454000.0","5637000.0","5918000.0","6037000.0","6077000.0"
"IMF.RES:WEO(6.0.0)","SLB.LP.A","OBS_VALUE","Solomon Islands","Population, Persons for countries / Index for country groups","Annual","Millions","367000.0","377000.0","388000.0","398000.0","409000.0","423000.0","438000.0","452000.0","466000.0","480000.0","495000.0","509000.0","523000.0","537000.0","552000.0","567000.0","583000.0","599000.0","615000.0","631000.0","647000.0","663000.0","679000.0","695000.0","711000.0","725000.0","740000.0","754000.0","769000.0","783000.0","798000.0"
"IMF.RES:WEO(6.0.0)","ZAF.LP.A","OBS_VALUE","South Africa","Population, Persons for countries / Index for country groups","Annual","Millions","4.143E7","4.221E7","4.292E7","4.358E7","4.423E7","4.49E7","4.5724E7","4.6573E7","4.7005E7","4.7505E7","4.8061E7","4.8642E7","4.9265E7","4.9936E7","5.0654E7","5.1405E7","5.2217E7","5.3068E7","5.394E7","5.483E7","5.5711E7","5.6543E7","5.7366E7","5.8233E7","5.9131E7","6.0003E7","6.0642E7","6.1356E7","6.2272E7","6.3202E7","6.4146E7"
"IMF.RES:WEO(6.0.0)","KNA.LP.A","OBS_VALUE","St. Kitts and Nevis","Population, Persons for countries / Index for country groups","Annual","Millions","42000.0","43000.0","43000.0","44000.0","44000.0","45000.0","46000.0","46000.0","46000.0","46000.0","46000.0","46000.0","47000.0","47000.0","47000.0","47000.0","47000.0","48000.0","48000.0","48000.0","49000.0","49000.0","49000.0","50000.0","50000.0","51000.0","51000.0","51000.0","51000.0","51000.0","52000.0"
"IMF.RES:WEO(6.0.0)","ESP.LP.A","OBS_VALUE","Spain","Population, Persons for countries / Index for country groups","Annual","Millions","3.9781E7","3.9873E7","3.9978E7","4.0118E7","4.0325E7","4.0666E7","4.1035E7","4.1828E7","4.2547E7","4.3296E7","4.401E7","4.4785E7","4.5669E7","4.6239E7","4.6487E7","4.6667E7","4.6818E7","4.6713E7","4.6496E7","4.6426E7","4.6419E7","4.6497E7","4.6645E7","4.6919E7","4.7318E7","4.7401E7","4.7487E7","4.8085E7","4.8628E7","4.9078E7","4.9721E7"
"IMF.RES:WEO(6.0.0)","SDN.LP.A","OBS_VALUE","Sudan","Population, Persons for countries / Index for country groups","Annual","Millions","2.795E7","2.86E7","2.92E7","2.98E7","3.04E7","3.11E7","3.19E7","3.27E7","3.36E7","3.4474E7","3.53E7","3.6218E7","3.7159E7","3.8126E7","3.9117E7","4.0134E7","3.2661E7","3.5056E7","3.6164E7","3.7289E7","3.8435E7","3.9599E7","4.0783E7","4.1985E7","4.3222E7","4.4345E7","4.5498E7","4.6681E7","4.7895E7","4.914E7","5.0418E7"
