"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","SVN.GGXONLB_NGDP.A","OBS_VALUE","Slovenia, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","-6.586","0.509","-0.409","-0.632","-1.173","-1.974","-2.763","-0.702","-1.188","-0.547","-0.053","-0.074","0.965","-0.739","-4.968","-4.451","-5.264","-2.741","-9.201","-1.682","0.047","0.675","2.248","2.706","2.1","-6.29","-3.5","-2.097","-1.926","-0.274","-1.339"
"IMF.RES:WEO(6.0.0)","TWN.GGXONLB_NGDP.A","OBS_VALUE","Taiwan Province of China","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","TZA.GGXONLB_NGDP.A","OBS_VALUE","Tanzania, United Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","2.393","-2.6","0.423","-0.539","0.938","3.981","1.992","1.384","0.302","0.558","0.714","0.144","-1.067","-1.692","-2.395","-2.508","-0.559","-1.154","-3.821","-4.067","-2.774","-3.032","-2.564","-1.557","-1.713","-0.606","0.397","-0.236","-0.309","-0.897","-1.828","-2.009","-1.467","-0.612","-0.376"
"IMF.RES:WEO(6.0.0)","UGA.GGXONLB_NGDP.A","OBS_VALUE","Uganda","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","0.007","0.102","-0.416","0.186","-0.09","-1.011","0.323","1.625","0.916","0.307","0.089","-1.104","-0.838","-3.943","-1.325","-1.371","-2.125","-1.53","-1.181","-0.582","-1.77","-1.228","-2.71","-5.509","-4.572","-2.857","-1.678","-2.167","-2.182"
"IMF.RES:WEO(6.0.0)","ZMB.GGXONLB_NGDP.A","OBS_VALUE","Zambia","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","3.901","-3.656","-0.922","-1.899","0.511","-0.047","18.543","0.342","0.748","-0.722","-1.023","-0.834","-1.834","-4.921","-3.211","-6.029","-2.244","-3.509","-3.547","-2.497","-7.823","-2.051","-1.586","0.611","2.935","0.685"
"IMF.RES:WEO(6.0.0)","MKD.GGXONLB_NGDP.A","OBS_VALUE","North Macedonia, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","1.662","0.174","1.438","4.048","-4.155","-3.858","0.947","1.234","1.06","0.429","1.359","-0.296","-2.038","-1.685","-1.726","-2.904","-2.918","-3.23","-2.32","-1.557","-1.373","-0.59","-0.797","-6.848","-4.071","-4.11","-3.175","-2.554","-3.011"
"IMF.RES:WEO(6.0.0)","MRT.GGXONLB_NGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","-1.153","-1.093","3.519","-0.367","-1.994","-2.282","0.518","0.851","2.298","0.06","-1.847","-1.554","0.905","1.445","4.374","3.559","3.721","3.44","-2.313","-1.758","0.89","-0.277"
"IMF.RES:WEO(6.0.0)","LTU.GGXONLB_NGDP.A","OBS_VALUE","Lithuania, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","-2.814","-2.861","-0.912","-0.408","-0.816","0.071","0.047","-0.614","-2.863","-8.181","-5.31","-7.305","-1.15","-0.779","1.074","1.469","1.772","1.742","1.634","1.239","-6.419","-0.489","-0.411","-0.107","-0.45","-2.001"
"IMF.RES:WEO(6.0.0)","SLB.GGXONLB_NGDP.A","OBS_VALUE","Solomon Islands","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","4.268","5.196","2.222","-0.778","-2.26","-3.575","10.933","17.969","14.114","13.493","18.286","2.785","2.875","6.364","6.506","4.844","3.728","2.263","0.92","-3.46","-2.153","1.569","-1.371","-2.242","-1.641","-2.165","-3.508","-2.619","-2.643"
"IMF.RES:WEO(6.0.0)","MHL.GGXONLB_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","14.067","18.377","12.834","9.59","9.06","5.549","11.209","-0.97","-21.608","0.876","0.864","4.584","2.105","4.067","2.959","0.03","0.399","3.598","3.212","4.254","4.676","2.843","-1.545","2.813","0.402","0.895","0.837","0.823","0.724"
"IMF.RES:WEO(6.0.0)","LBY.GGXONLB_NGDP.A","OBS_VALUE","Libya","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","4.651","9.594","1.219","-4.637","-1.603","4.791","12.241","-1.251","-1.512","6.406","13.64","0.419","6.991","6.166","11.312","30.381","29.091","28.363","27.677","-5.459","11.469","-11.45","24.613","-16.299","-30.508","-28.492","-29.29","-11.062","9.393","11.93","-22.273","14.828","23.595","8.216","0.152","0.207"
"IMF.RES:WEO(6.0.0)","MLT.GGXONLB_NGDP.A","OBS_VALUE","Malta","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","-1.507","-2.531","-1.544","-5.478","-0.559","0.973","1.266","1.438","-0.755","0.086","0.762","0.131","-0.373","0.571","1.141","1.426","3.128","5.083","3.277","1.98","-7.531","-5.952","-4.327","-3.526","-2.527","-2.024"
"IMF.RES:WEO(6.0.0)","G119.GGXONLB_NGDP.A","OBS_VALUE","G7","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","0.292","-1.964","-2.651","-1.981","-1.304","-0.32","-0.226","-2.499","-7.908","-6.779","-5.183","-4.332","-2.485","-1.778","-1.316","-1.575","-1.633","-1.575","-2.058","-10.141","-7.105","-1.475","-3.332","-3.067","-2.342"
"IMF.RES:WEO(6.0.0)","G163.GGXONLB_NGDP.A","OBS_VALUE","Euro Area (EA)","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","-0.754","-0.443","-1.123","-0.603","-2.675","0.423","1.31","1.563","1.989","2.053","1.224","0.292","-0.286","-0.165","-0.052","0.9","1.759","0.299","-3.8","-3.868","-1.647","-1.134","-0.589","-0.23","0.111","0.432","0.763","1.208","0.919","-5.655","-3.784","-1.935","-2.1","-1.524","-1.507"
"IMF.RES:WEO(6.0.0)","ALB.GGXONLB_NGDP.A","OBS_VALUE","Albania","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","-6.348","-0.853","-1.115","-1.85","-2.614","-2.13","-0.599","-1.294","-0.218","-0.393","-0.529","-1.964","-3.373","-0.162","-0.35","-0.323","-1.982","-2.555","-1.605","0.954","0.644","0.603","0.131","-4.588","-2.652","-1.796","0.692","1.702","0.007"
"IMF.RES:WEO(6.0.0)","DZA.GGXONLB_NGDP.A","OBS_VALUE","Algeria","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","4.846","3.192","0.932","-5.699","-1.506","1.561","5.888","5.817","0.087","1.684","12.538","6.368","3.014","9.221","7.65","12.365","13.636","5.443","8.313","-6.187","-1.096","-0.822","-3.798","-0.546","-6.949","-13.653","-11.61","-6.745","-5.705","-8.015","-9.697","-5.744","-1.821","-4.348","-10.517","-12.738"
"IMF.RES:WEO(6.0.0)","AFG.NGDPDPC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","","","","207.946","201.051","218.461","252.618","272.189","330.295","389.63","440.607","543.652","611.642","666.089","639.473","630.136","594.213","520.267","529.773","499.799","499.762","516.664","356.063","352.456","409.006","",""
"IMF.RES:WEO(6.0.0)","AFG.GGXONLB_NGDP.A","OBS_VALUE","Afghanistan, Islamic Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","-0.87","0.724","-2.431","-3.845","-1.742","0.945","-0.573","0.257","-0.544","-1.685","-1.326","0.192","-0.604","1.694","-1.019","-2.206","-0.462","-0.989","-1.194","",""
"IMF.RES:WEO(6.0.0)","AGO.GGXONLB_NGDP.A","OBS_VALUE","Angola","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","13.258","4.81","0.201","-2.876","5.938","6.401","-0.184","-2.85","2.708","7.75","9.547","4.811","-2.141","-5.204","3.997","7.998","4.453","0.398","-4.144","-1.003","-1.478","-2.586","6.234","5.674","4.32","7.987","4.055","3.55","3.94","1.259"
"IMF.RES:WEO(6.0.0)","AND.GGXONLB_NGDP.A","OBS_VALUE","Andorra, Principality of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","ABW.GGXONLB_NGDP.A","OBS_VALUE","Aruba, Kingdom of the Netherlands","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","0.339","-1.1","-0.851","1.447","1.538","1.885","0.554","-1.757","3.143","-6.404","-0.959","-0.339","1.185","4.21","-0.084","-0.597","-3.518","-5.738","-2.679","-3.703","2.301","2.625","1.438","1.132","3.595","-11.44","-5.075","3.676","6.808","8.943","5.273"
"IMF.RES:WEO(6.0.0)","ARM.GGXONLB_NGDP.A","OBS_VALUE","Armenia, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","-1.517","-1.611","-2.018","-1.465","-7.171","-4.107","-1.942","-0.551","-0.567","-0.666","-3.368","-3.693","-2.633","0.559","1.431","-2.74","-1.997","0.222","0.654","-0.653","-1.982"
"IMF.RES:WEO(6.0.0)","ATG.GGXONLB_NGDP.A","OBS_VALUE","Antigua and Barbuda","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","3.654","-1.446","1.784","0.249","-1.633","-1.31","1.135","1.601","0.805","-1.014","0.022","-5.41","-5.275","-2.959","-0.043","-1.157","-3.342","-2.216","-2.282","-9.548","1.598","-1.27","1.054","-1.496","-0.162","-0.081","2.31","-0.132","-0.003","-0.947","-3.737","-2.279","-0.274","0.464","4.614","0.702"
"IMF.RES:WEO(6.0.0)","ARG.GGXONLB_NGDP.A","OBS_VALUE","Argentina","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","1.257","0.147","-0.408","-0.966","0.252","0.521","-0.659","0.211","-1.252","0.235","3.226","5.219","5.152","3.286","2.55","1.865","-0.488","-0.538","-1.587","-1.696","-2.64","-3.5","-4.418","-4.762","-4.228","-2.238","-0.407","-6.24","-2.526","-1.731","-2.814","2.499","1.794"
"IMF.RES:WEO(6.0.0)","BHR.GGXONLB_NGDP.A","OBS_VALUE","Bahrain, Kingdom of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.878","-3.056","-4.819","-2.088","-4.493","-3.218","0.962","-5.637","-4.612","-3.827","8.659","2.131","-2.316","-0.567","1.127","3.785","3.258","2.295","4.615","-4.802","-8.39","-3.884","-4.517","-7.044","-1.589","-15.27","-13.759","-9.973","-7.14","-4.351","-12.389","-6.024","-0.933","-3.613","-5.612","-5.117"
"IMF.RES:WEO(6.0.0)","AZE.GGXONLB_NGDP.A","OBS_VALUE","Azerbaijan, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","3.214","-1.24","-1.929","-0.827","1.732","-0.633","0.539","22.024","19.672","1.833","1.99","2.908","0.85","2.545","17.342","6.036","13.836","10.935","3.813","1.749","2.891","-4.462","-0.743","-0.909","6.106","9.648","-5.607","4.879","6.435","8.625","3.962","-0.407"
"IMF.RES:WEO(6.0.0)","AUT.GGXONLB_NGDP.A","OBS_VALUE","Austria","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.796","-1.035","-0.172","-2.03","-2.548","-2.924","-1.051","0.652","0.191","0.221","0.67","1.975","1.187","0.583","-2.643","-0.18","-0.259","0.671","0.653","-3.064","-2.212","-0.29","0.068","0.181","0.108","1.387","0.232","0.723","1.513","1.711","-7.082","-4.794","-2.665","-1.835","-3.629","-3.077"
"IMF.RES:WEO(6.0.0)","BHS.GGXONLB_NGDP.A","OBS_VALUE","Bahamas, The","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.458","-0.857","-0.84","0.459","1.055","1.619","1.316","-0.073","1.018","3.141","1.298","1.425","-0.478","-0.496","-0.676","0.129","0.727","0.451","0.529","-0.884","-0.792","-0.778","-1.463","-3.176","-2.562","-1.253","-0.295","-3.877","-0.81","0.843","-4.341","-8.945","-1.336","0.284","2.927","2.8"
"IMF.RES:WEO(6.0.0)","AUS.GGXONLB_NGDP.A","OBS_VALUE","Australia","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.871","-0.978","-3.115","-2.898","-1.783","-0.498","0.568","1.22","1.142","1.646","1.926","0.687","0.851","1.343","1.312","1.564","1.467","1.283","-1.132","-4.525","-4.881","-4.084","-2.866","-2.073","-2.079","-1.87","-1.522","-0.848","-0.413","-3.587","-7.832","-5.515","-1.436","-0.051","-1.081","-1.43"
"IMF.RES:WEO(6.0.0)","GX123.GGXONLB_NGDP.A","OBS_VALUE","Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries)","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","BRB.GGXONLB_NGDP.A","OBS_VALUE","Barbados","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","7.721","7.321","4.777","6.228","6.737","6.293","6.107","5.295","-1.278","0.865","0.52","0.504","0.096","-1.079","-0.44","-2.249","-2.593","1.352","-1.631","-3.276","-0.479","-1.802","2.023","3.008","3.052","5.153","-0.906","-0.813","2.364","3.486","3.838","4.35"
"IMF.RES:WEO(6.0.0)","BGD.GGXONLB_NGDP.A","OBS_VALUE","Bangladesh","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.329","1.11","0.991","1.039","0.608","0.254","-1.255","-1.229","-1.34","-0.291","-1.325","-2.256","-0.995","-0.602","-1.02","-1.19","-0.848","-0.495","-1.576","-0.861","-0.683","-1.589","-0.993","-1.219","-0.879","-1.584","-1.568","-2.631","-2.467","-3.714","-3.001","-1.556","-2.159","-2.458","-1.492","-1.999"
"IMF.RES:WEO(6.0.0)","BLR.GGXONLB_NGDP.A","OBS_VALUE","Belarus, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","-4.036","-7.277","-6.247","-6.593","-6.365","-7.347","-7.434","-10.353","-6.48","-3.535","-1.733","1.735","0.004","1.127","-1.29","0.31","1.636","3.771","2.647","-1.213","1.283","-0.61","2.295","2.38","1.859"
"IMF.RES:WEO(6.0.0)","BLZ.GGXONLB_NGDP.A","OBS_VALUE","Belize","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","-0.398","-0.409","-1.365","-4.999","-4.923","-4.943","-2.836","-5.028","-0.108","1.5","3.08","3.069","4.198","0.566","1.053","1.741","1.319","0.858","0.338","-3.019","-2.14","-0.999","1.25","-0.273","-6.819","-1.856","1.25","0.263","-0.005","0.587"
"IMF.RES:WEO(6.0.0)","BEN.GGXONLB_NGDP.A","OBS_VALUE","Benin","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.376","-0.597","0.788","1.907","0.814","-0.043","2.118","2.232","3.492","2.557","-3.13","-2.702","-2.796","-0.676","-0.219","-1.324","","1.3","0.196","-1.9","0.1","-0.686","0.191","-1.044","-1.371","-5.014","-3.384","-2.761","-1.385","1.057","-2.725","-3.467","-3.909","-2.536","-1.296","-1.3"
"IMF.RES:WEO(6.0.0)","BWA.GGXONLB_NGDP.A","OBS_VALUE","Botswana","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","5.666","8.319","-3.206","-4.359","-0.216","2.29","10.748","13.607","6.005","-7.299","-13.334","-7.411","0.418","1.464","5.374","4.2","-4.265","0.921","-0.587","-4.478","-7.883","-10.221","-1.832","0.622","-3.322","-9.249","-9.237"
"IMF.RES:WEO(6.0.0)","BRN.GGXONLB_NGDP.A","OBS_VALUE","Brunei Darussalam","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.436","-0.937","-7.315","-11.28","-19.916","-17.482","-7.687","-10.415","-21.194","-16.123","6.86","2.585","-4.613","8.061","8.565","16.009","19.78","3.119","36.14","3.61","7.612","25.632","15.786","13.025","3.576","-14.523","-21.68","-10.397","-3.587","-3.689","-15.774","-8.164","2.531","-10.862","-10.176","-10.287"
"IMF.RES:WEO(6.0.0)","G998.GGXONLB_NGDP.A","OBS_VALUE","European Union (EU)","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","-2.662","0.372","1.264","1.556","2.012","2.091","1.178","0.175","-0.381","-0.132","0.098","0.932","1.779","0.297","-3.7","-3.7","-1.618","-1.154","-0.641","-0.304","0.056","0.419","0.756","1.122","0.869","-5.45","-3.396","-1.767","-2.066","-1.622","-1.631"
"IMF.RES:WEO(6.0.0)","BOL.GGXONLB_NGDP.A","OBS_VALUE","Bolivia","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.773","-1.529","-1.818","-3.5","-0.498","1.112","0.863","-1.007","-2.997","-1.843","-1.452","-4.218","-6.192","-5.059","-2.616","0.756","6.997","0.999","5.505","4.275","3.017","2.059","2.738","1.552","-2.451","-5.934","-6.253","-6.743","-6.979","-5.875","-11.228","-7.979","-5.499","-8.671","-7.284","-9.51"
"IMF.RES:WEO(6.0.0)","BIH.GGXONLB_NGDP.A","OBS_VALUE","Bosnia and Herzegovina","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","-0.155","-1.863","-3.504","-2.43","-1.953","0.269","0.401","1.303","2.745","0.772","-3.336","-4.829","-3.466","-2.1","-1.945","-0.55","-2.1","0.605","1.188","2.605","2.368","2.119","-3.773","0.479","0.766","-0.821","-0.683","-1.122"
"IMF.RES:WEO(6.0.0)","BTN.GGXONLB_NGDP.A","OBS_VALUE","Bhutan","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.384","0.208","-2.668","7.5","2.079","1.062","4.729","1.714","4.182","3.349","-0.813","-11.815","-3.874","-9.626","2.492","-5.824","0.874","1.73","0.582","2.047","4.368","-0.919","-0.195","-2.136","4.188","1.022","-0.897","-3.27","-0.274","-0.614","-1.363","-4.797","-5.57","-3.012","1.806","-0.893"
"IMF.RES:WEO(6.0.0)","BDI.GGXONLB_NGDP.A","OBS_VALUE","Burundi","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","-3.022","0.188","-0.52","-2.534","-8.125","-3.259","-2.797","-3.514","-4.159","-6.185","-2.944","-11.81","-13.027","-7.908","-8.069","-0.475","-1.187","-3.943","-3.043","-2.585","-2.989","-1.123","-3.425","-7.047","-6.46","-4.339","-5.058","-4.067","-3.384","-2.271","-8.011","-5.521","-3.399","-5.024"
"IMF.RES:WEO(6.0.0)","BRA.GGXONLB_NGDP.A","OBS_VALUE","Brazil","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","","3.13","3.356","3.553","4.051","3.865","1.507","2.88","3.213","0.912","1.58","2.737","2.221","1.52","-0.9","-0.853","-2.008","-1.625","-0.867","-0.083","-7.536","1.979","1.307","-2.149","-0.335","-0.593"
"IMF.RES:WEO(6.0.0)","CPV.GGXONLB_NGDP.A","OBS_VALUE","Cabo Verde","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","-14.518","-10.907","-9.434","-8.441","-0.858","-10.664","-13.838","-4.55","-5.053","-2.55","-1.378","-3.416","-3.274","0.1","-0.388","-4.54","-8.291","-5.692","-7.804","-6.873","-5.197","-1.801","-0.457","-0.333","-0.131","0.576","-6.666","-5.322","-1.962","1.867","-0.152","0.298"
"IMF.RES:WEO(6.0.0)","CMR.GGXONLB_NGDP.A","OBS_VALUE","Cameroon","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","","","4.856","3.444","3.833","2.51","1.195","4.284","29.012","4.314","2.301","0.207","-0.693","-1.949","-1.063","-3.207","-3.702","-3.879","-5.159","-3.895","-1.513","-2.247","-2.347","-2.04","-0.35","0.437","0.402","0.264"
"IMF.RES:WEO(6.0.0)","KHM.GGXONLB_NGDP.A","OBS_VALUE","Cambodia","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","-7.391","-3.611","-5.229","-3.626","-4.615","-4.813","-5.914","-5.524","-3.026","-0.151","-0.004","0.79","0.588","-3.811","-2.901","-3.543","-3.333","-1.755","-0.988","-0.421","-0.022","-0.521","0.529","2.434","-2.261","-4.91","-0.02","-2.503","-2.832","-3.061"
"IMF.RES:WEO(6.0.0)","BGR.GGXONLB_NGDP.A","OBS_VALUE","Bulgaria","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","","","","4.694","3.737","3.247","2.988","1.165","1.697","3.0","3.385","4.129","3.668","2.654","-0.583","-3.522","-1.521","-0.147","-1.31","-3.432","-2.402","1.827","1.159","0.336","-0.817","-2.796","-2.745","-0.811","-2.956","-2.776","-2.559"
"IMF.RES:WEO(6.0.0)","BFA.GGXONLB_NGDP.A","OBS_VALUE","Burkina Faso","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.646","-1.668","-1.371","-2.595","-0.623","-1.416","-0.894","-1.913","-1.915","-2.632","-2.24","-2.81","-3.765","-1.179","-3.529","-4.329","14.853","-4.657","-3.326","-3.781","-3.631","-1.542","-2.111","-3.025","-1.098","-1.464","-2.223","-6.07","-3.334","-2.145","-3.788","-5.676","-8.491","-4.303","-3.539","-2.301"
"IMF.RES:WEO(6.0.0)","TCD.GGXONLB_NGDP.A","OBS_VALUE","Chad","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","","","","","","-2.441","-2.75","-1.938","-1.176","-3.447","-3.97","-3.035","-3.494","-3.908","-1.543","0.175","1.991","2.222","2.941","-8.103","-2.737","2.191","0.634","-1.117","-2.775","-2.027","0.046","1.016","2.177","0.603","1.914","-0.566","4.876","-0.152","-0.683","0.97"
