Date,NEER_120_AE,NEER_120_AF,NEER_120_AG,NEER_120_AL,NEER_120_AM,NEER_120_AN,NEER_120_AO,NEER_120_AR,NEER_120_AT,NEER_120_AU,NEER_120_AZ,NEER_120_BA,NEER_120_BB,NEER_120_BD,NEER_120_BE,NEER_120_BF,NEER_120_BG,NEER_120_BH,NEER_120_BI,NEER_120_BJ,NEER_120_BN,NEER_120_BO,NEER_120_BR,NEER_120_BS,NEER_120_BT,NEER_120_BW,NEER_120_BY,NEER_120_BZ,NEER_120_CA,NEER_120_CD,NEER_120_CF,NEER_120_CG,NEER_120_CH,NEER_120_CI,NEER_120_CL,NEER_120_CM,NEER_120_CN,NEER_120_CO,NEER_120_CR,NEER_120_CV,NEER_120_CY,NEER_120_CZ,NEER_120_DE,NEER_120_DJ,NEER_120_DK,NEER_120_DM,NEER_120_DO,NEER_120_DZ,NEER_120_EA12,NEER_120_EC,NEER_120_EE,NEER_120_EG,NEER_120_ES,NEER_120_ET,NEER_120_FI,NEER_120_FJ,NEER_120_FR,NEER_120_GA,NEER_120_GB,NEER_120_GD,NEER_120_GE,NEER_120_GH,NEER_120_GM,NEER_120_GN,NEER_120_GQ,NEER_120_GR,NEER_120_GT,NEER_120_GW,NEER_120_GY,NEER_120_HK,NEER_120_HN,NEER_120_HR,NEER_120_HT,NEER_120_HU,NEER_120_ID,NEER_120_IE,NEER_120_IL,NEER_120_IN,NEER_120_IQ,NEER_120_IR,NEER_120_IS,NEER_120_IT,NEER_120_JM,NEER_120_JO,NEER_120_JP,NEER_120_KE,NEER_120_KG,NEER_120_KH,NEER_120_KI,NEER_120_KM,NEER_120_KN,NEER_120_KR,NEER_120_KW,NEER_120_KZ,NEER_120_LA,NEER_120_LB,NEER_120_LC,NEER_120_LK,NEER_120_LR,NEER_120_LS,NEER_120_LT,NEER_120_LU,NEER_120_LV,NEER_120_LY,NEER_120_MA,NEER_120_MD,NEER_120_MG,NEER_120_MK,NEER_120_ML,NEER_120_MM,NEER_120_MN,NEER_120_MR,NEER_120_MT,NEER_120_MU,NEER_120_MV,NEER_120_MW,NEER_120_MX,NEER_120_MY,NEER_120_MZ,NEER_120_NA,NEER_120_NE,NEER_120_NG,NEER_120_NI,NEER_120_NL,NEER_120_NO,NEER_120_NP,NEER_120_NZ,NEER_120_OM,NEER_120_PA,NEER_120_PE,NEER_120_PG,NEER_120_PH,NEER_120_PK,NEER_120_PL,NEER_120_PT,NEER_120_PY,NEER_120_QA,NEER_120_RO,NEER_120_RU,NEER_120_RW,NEER_120_SA,NEER_120_SB,NEER_120_SC,NEER_120_SD,NEER_120_SE,NEER_120_SG,NEER_120_SI,NEER_120_SK,NEER_120_SL,NEER_120_SN,NEER_120_SQ,NEER_120_SR,NEER_120_ST,NEER_120_SV,NEER_120_SY,NEER_120_SZ,NEER_120_TD,NEER_120_TG,NEER_120_TH,NEER_120_TJ,NEER_120_TN,NEER_120_TO,NEER_120_TR,NEER_120_TT,NEER_120_TW,NEER_120_TZ,NEER_120_UA,NEER_120_UG,NEER_120_US,NEER_120_UY,NEER_120_UZ,NEER_120_VC,NEER_120_VE,NEER_120_VN,NEER_120_WS,NEER_120_YE,NEER_120_ZA,NEER_120_ZM
2002M05,127.53,132.41,137.33,85.21,71.41,110.70,266.37,120.30,91.35,78.70,113.52,93.67,114.76,147.33,88.41,87.21,90.65,126.01,177.68,82.53,97.15,131.88,87.65,121.07,101.64,140.21,163.51,111.92,70.37,224.19,88.93,84.69,100.31,86.31,95.30,87.55,107.87,102.95,159.54,91.38,87.83,80.16,86.44,128.82,89.24,115.73,212.60,117.23,78.01,121.55,91.29,161.92,89.80,141.20,87.25,93.34,87.54,89.01,98.65,112.57,97.54,165.74,157.92,290.22,77.50,88.26,108.41,84.79,128.63,121.78,127.73,90.97,158.49,94.41,127.00,83.34,100.31,102.02,81.34,161.02,92.76,87.73,167.31,125.31,107.36,103.03,94.98,120.57,80.74,86.99,113.87,86.85,113.16,103.08,130.04,133.74,113.48,138.86,137.13,72.78,90.68,91.76,110.87,133.99,98.37,114.47,169.12,89.76,87.24,,124.83,122.52,86.13,127.17,120.43,247.11,125.17,105.16,143.44,92.71,84.88,135.31,147.64,87.46,94.22,101.34,78.27,125.47,117.42,105.23,100.37,99.11,127.80,90.16,91.80,117.48,127.57,105.56,106.31,154.25,125.20,157.17,183.36,96.97,89.23,96.39,99.53,73.22,201.78,87.38,119.80,156.32,220.13,110.60,130.90,90.63,84.04,81.86,94.90,170.26,124.53,122.35,117.29,113.98,112.57,155.20,127.24,122.71,126.92,159.11,233.59,133.18,261.68,135.71,101.81,143.56,86.93,127.89
2002M06,125.26,130.18,134.13,83.74,70.16,110.16,246.34,111.44,92.38,80.08,112.77,94.44,113.58,144.95,89.77,88.52,92.63,123.93,174.24,84.37,96.87,132.07,79.63,119.09,100.84,139.13,159.37,111.13,70.80,208.24,90.16,86.35,100.87,88.10,92.04,88.96,106.10,99.98,156.98,92.29,88.80,81.71,88.00,126.44,90.50,114.06,210.98,114.64,80.40,120.95,92.06,158.72,91.05,138.54,88.65,94.36,88.93,90.17,97.96,111.55,96.69,159.70,152.06,283.56,79.50,89.54,107.29,86.61,127.08,120.19,126.35,92.05,155.60,95.97,129.71,85.00,97.83,100.38,79.61,158.03,93.11,89.21,165.03,123.38,108.46,100.92,95.79,118.82,82.06,88.69,112.83,88.78,111.69,101.76,124.51,130.74,112.31,136.73,122.25,72.69,92.03,92.73,109.85,133.00,98.79,110.54,165.41,91.24,88.70,,123.58,120.62,86.55,125.07,118.55,243.66,121.33,103.65,141.11,91.74,86.53,130.52,145.97,88.84,96.73,100.10,81.55,123.28,115.75,103.75,96.33,96.53,125.69,87.83,92.77,108.53,125.11,102.90,103.71,150.62,122.93,145.74,184.23,95.39,91.71,95.83,100.09,71.44,202.09,88.86,120.97,154.08,213.76,110.05,128.60,90.11,85.54,83.65,94.87,167.31,124.04,119.21,104.29,114.20,112.54,156.59,125.55,121.01,125.35,155.29,223.82,130.06,210.63,132.29,101.93,141.08,85.73,118.64
2002M07,122.79,127.73,131.32,84.05,70.67,109.61,226.86,113.62,93.19,76.59,111.67,95.12,112.08,142.54,90.74,89.58,93.86,121.83,170.15,86.09,96.89,131.47,72.73,117.08,100.02,139.17,155.57,110.05,69.66,200.28,91.14,87.78,102.53,89.66,88.33,90.18,104.03,93.50,154.13,93.32,90.21,84.08,89.21,124.11,91.56,112.24,209.25,112.17,82.21,120.63,93.26,155.49,91.95,135.81,89.90,94.30,89.97,91.16,100.03,110.47,96.38,154.26,147.60,277.61,81.15,90.47,107.11,88.10,125.16,118.31,125.02,93.09,149.58,95.34,123.93,86.01,100.61,98.92,77.90,154.02,94.74,90.36,163.31,121.22,112.24,98.94,97.00,117.13,79.07,90.22,111.76,90.24,110.40,100.22,118.32,127.79,110.88,134.54,112.91,72.19,93.79,93.44,109.88,132.49,98.97,108.95,165.84,92.53,90.04,,121.97,118.61,87.26,123.38,116.62,240.32,119.93,101.87,138.84,90.14,88.09,121.53,144.09,89.85,97.85,98.37,79.28,120.73,113.68,101.53,91.73,94.33,123.88,83.25,93.47,95.91,122.39,101.36,101.37,147.52,120.56,135.42,189.81,93.57,91.44,95.92,100.83,72.03,192.77,90.13,122.60,131.57,208.51,109.28,126.34,89.36,86.94,85.29,95.23,164.86,124.19,118.54,93.72,114.04,112.52,155.73,124.00,118.69,123.50,122.26,216.45,127.07,189.39,129.09,101.48,138.87,83.96,113.17
2002M08,123.78,128.72,132.76,85.27,72.27,110.35,220.73,116.10,93.02,75.60,112.10,95.17,112.83,143.62,90.44,89.34,93.49,122.87,164.30,85.62,97.28,132.20,69.21,117.90,100.61,139.19,154.61,110.70,68.93,199.22,90.89,87.52,102.09,89.51,88.65,89.94,104.90,89.31,153.82,93.61,90.39,80.96,88.93,125.11,91.32,113.19,210.35,113.33,81.75,122.44,92.96,156.95,91.74,137.02,89.60,93.99,89.69,90.91,100.00,111.08,98.04,154.66,139.97,280.73,80.56,90.16,109.01,87.76,126.01,119.16,124.95,92.55,146.84,95.63,125.89,85.61,102.43,100.15,78.67,155.61,95.20,90.09,163.70,122.11,112.20,100.00,97.59,117.87,78.28,90.29,112.35,90.04,111.05,100.60,116.62,129.07,111.56,135.38,114.07,69.39,93.55,93.25,110.44,133.11,98.94,110.99,169.12,92.10,89.81,,122.17,119.44,87.17,125.35,117.47,246.07,120.06,102.63,141.35,88.09,87.75,121.93,144.24,89.58,97.26,98.86,77.26,121.76,114.65,101.61,92.57,92.83,125.80,83.13,93.30,100.96,123.48,102.25,102.31,145.82,121.57,135.58,185.66,94.22,91.32,96.53,100.30,72.75,194.11,89.82,121.93,132.82,210.16,109.77,127.47,87.70,86.51,84.91,93.78,161.29,124.36,117.04,95.68,114.34,111.40,154.50,125.06,119.24,124.81,105.33,214.61,128.44,185.59,130.21,101.14,139.66,81.19,115.66
2002M09,123.83,129.15,132.55,84.35,71.50,110.83,220.43,117.32,93.11,76.44,112.09,95.15,112.90,143.83,90.61,89.64,93.72,122.98,140.72,85.93,96.80,133.06,64.59,118.11,100.88,138.81,153.63,111.02,68.69,192.50,91.09,88.06,102.30,89.99,86.24,90.23,105.32,86.40,152.95,93.83,90.57,82.59,89.12,125.27,91.39,113.35,210.74,113.37,82.04,123.60,93.06,156.96,91.93,137.09,89.75,94.52,89.86,91.09,101.19,111.24,98.25,154.45,132.98,280.89,80.76,90.32,109.32,88.16,126.37,119.37,124.56,93.08,145.29,96.32,125.73,85.73,100.37,100.60,78.63,155.52,93.58,90.30,165.31,122.24,111.19,100.11,97.83,117.70,79.18,90.58,112.45,89.45,111.13,100.47,113.39,129.01,111.62,135.69,115.52,69.48,93.60,93.34,110.20,133.10,99.11,111.09,169.98,92.42,90.09,,122.10,121.77,87.66,125.63,117.46,237.56,117.66,103.02,141.14,87.92,88.09,121.12,144.09,89.75,98.21,98.86,78.24,122.02,115.31,100.99,92.26,92.63,126.50,83.50,93.42,102.90,123.58,101.97,102.08,144.75,121.70,137.19,186.09,94.23,92.32,96.26,100.12,74.42,192.57,90.09,122.04,133.24,209.51,110.15,127.61,87.84,86.69,85.24,92.70,156.56,123.97,115.81,94.94,113.21,109.79,153.65,125.14,119.31,125.62,98.63,208.61,128.50,176.55,130.64,101.23,139.51,81.33,92.51
2002M10,124.45,130.40,132.85,84.81,69.57,111.53,203.00,120.89,93.31,77.28,112.46,95.59,113.39,144.55,90.84,90.05,94.05,123.52,140.19,86.22,96.24,134.91,56.87,118.81,101.29,138.95,152.59,111.55,68.81,184.32,91.37,88.26,102.56,90.64,85.44,90.56,106.30,84.79,152.38,94.16,91.04,81.42,89.43,125.85,91.50,114.17,211.49,113.76,82.51,124.98,93.24,157.53,92.20,137.70,90.00,95.08,90.12,91.29,101.64,111.62,99.16,153.99,128.61,282.11,80.92,90.57,110.73,88.53,127.34,119.96,124.34,92.21,136.52,96.68,123.67,85.99,100.24,101.24,78.86,155.99,93.64,90.60,162.99,122.77,108.54,99.81,98.33,118.10,80.21,90.46,112.74,87.79,111.65,100.82,113.28,129.42,112.02,136.18,132.52,71.46,93.69,93.49,109.95,133.14,99.36,110.99,170.47,92.56,90.25,,122.34,122.39,88.08,125.79,117.76,231.82,117.40,103.91,139.95,89.68,88.45,121.74,144.16,90.02,98.74,99.16,80.38,122.70,116.72,102.25,89.47,92.12,127.38,84.19,93.63,101.12,124.25,101.72,102.21,144.06,122.39,134.12,186.59,94.64,93.32,95.93,100.02,76.73,191.88,90.39,122.06,134.23,208.10,110.55,128.23,89.32,86.81,85.66,91.74,153.23,124.15,115.60,94.91,112.69,109.59,153.28,125.56,118.76,126.72,108.35,196.07,129.08,179.23,131.76,102.75,140.02,83.69,112.37
2002M11,123.17,128.75,130.79,84.30,68.31,111.15,190.02,122.26,93.67,78.05,111.20,95.11,112.74,143.18,91.37,90.54,94.22,122.26,139.96,87.00,96.66,131.56,59.83,117.62,100.74,141.83,149.79,110.87,68.81,169.42,91.86,88.96,102.24,91.08,88.15,91.04,105.23,87.05,150.03,94.43,91.76,81.37,89.99,124.34,91.16,113.23,210.30,112.06,83.44,123.13,93.76,155.56,92.62,135.95,90.64,95.40,90.67,91.77,100.47,111.06,97.03,150.69,123.03,278.18,81.87,91.08,111.68,89.30,126.21,119.05,123.14,92.03,116.59,99.39,124.22,86.82,101.59,100.14,77.92,154.04,94.18,91.11,160.61,121.46,108.79,98.44,97.40,117.64,80.80,90.74,112.18,89.19,110.83,100.02,112.88,127.75,111.41,134.69,144.52,73.85,94.11,93.88,109.47,132.37,99.44,107.52,171.63,92.98,90.78,,121.13,121.22,88.46,124.78,116.78,224.56,115.66,102.98,137.50,91.29,89.05,119.92,142.52,90.59,99.75,98.18,82.10,121.46,115.46,101.77,85.67,90.63,127.06,86.32,94.00,94.94,122.92,99.08,100.47,140.10,121.13,138.43,187.98,93.86,92.97,96.26,100.00,77.49,185.57,90.94,122.28,132.77,205.36,109.88,126.57,90.59,87.47,86.40,91.59,151.73,123.21,113.64,96.36,112.01,109.41,150.17,124.07,117.27,125.54,105.21,183.65,127.32,188.07,129.98,102.21,138.27,85.76,106.79
2002M12,122.12,127.91,129.37,84.32,67.57,110.87,174.35,123.78,93.96,77.68,110.23,96.16,112.14,142.17,91.75,91.00,94.62,121.27,137.08,87.67,96.71,130.11,58.53,116.93,100.56,139.54,147.35,110.44,69.15,176.27,92.24,89.40,103.46,91.60,88.50,91.40,104.63,83.86,148.15,94.34,92.07,80.42,90.44,123.22,92.51,112.64,209.54,110.80,84.15,122.87,94.06,154.03,92.95,134.52,91.03,95.63,91.08,92.11,100.88,110.59,97.64,146.88,119.45,275.00,82.58,91.47,110.73,89.92,124.70,118.38,122.21,92.63,112.83,100.57,125.51,87.33,100.58,99.78,77.15,151.81,95.82,91.54,158.44,120.51,108.45,97.27,96.52,117.08,80.60,89.90,111.70,88.96,110.14,98.82,112.54,126.39,110.87,133.50,139.99,81.99,94.34,94.14,108.56,131.59,99.54,106.14,170.27,93.19,90.99,,120.36,119.97,88.80,123.60,115.92,203.98,115.43,102.43,131.48,97.54,89.59,118.58,141.43,90.99,100.40,97.89,83.59,120.47,114.98,103.26,91.41,89.86,126.45,86.11,94.26,90.71,121.86,97.42,99.44,135.51,120.17,130.89,188.51,93.79,94.23,96.44,99.90,77.06,179.13,91.36,122.23,131.82,202.31,109.68,125.43,95.69,87.99,87.06,91.14,148.62,122.78,112.42,96.28,111.58,108.40,148.57,123.04,114.94,124.68,104.32,175.13,126.05,194.29,128.87,102.41,136.49,94.55,102.94
2003M01,119.76,128.36,126.09,83.56,66.29,110.21,159.27,129.29,94.94,78.75,108.93,97.22,110.87,139.75,93.08,92.17,95.61,118.99,133.40,89.53,96.47,126.52,60.49,114.95,99.79,139.50,144.28,109.52,69.50,155.82,93.44,91.02,105.34,92.96,84.19,92.68,102.72,79.90,145.67,95.60,92.99,80.46,91.92,120.85,93.54,111.12,207.62,107.94,86.49,121.54,95.10,148.62,94.05,131.54,92.48,96.78,92.38,93.24,100.04,109.48,94.29,141.68,113.08,268.15,84.65,92.76,107.69,91.69,122.85,116.69,120.77,92.56,105.41,99.99,123.49,89.03,95.80,98.31,67.94,148.54,98.09,92.87,152.66,118.49,110.30,97.72,94.66,115.57,81.37,91.26,110.60,89.85,108.56,97.02,111.44,123.31,109.66,131.31,117.34,83.92,95.58,95.06,107.56,130.28,99.72,103.43,171.08,94.29,92.43,,118.40,117.43,89.89,123.88,114.04,196.25,110.49,100.82,128.19,97.96,91.11,115.67,139.55,92.35,101.18,96.71,86.78,118.03,113.09,102.33,89.93,88.36,124.66,85.06,95.15,86.86,119.30,95.07,97.21,131.43,117.86,127.57,190.28,92.52,94.94,95.91,100.51,78.13,172.21,92.71,122.73,128.88,196.99,109.09,122.87,96.24,89.51,88.86,90.62,145.13,121.55,110.30,89.59,110.66,107.42,142.58,120.86,111.15,122.85,98.93,166.71,122.92,153.65,125.69,102.67,131.82,95.14,108.03
2003M02,119.45,122.28,125.47,83.72,65.44,110.75,148.05,134.43,95.48,80.12,108.88,97.88,111.02,139.39,93.75,92.79,96.30,118.61,131.27,90.33,96.00,126.48,57.62,114.78,99.89,139.56,141.94,109.78,70.83,153.27,94.03,91.78,105.70,93.79,81.52,93.27,102.64,78.91,144.47,96.24,93.58,80.52,92.71,120.42,94.25,111.39,200.95,107.11,87.75,121.71,95.58,123.28,94.67,130.91,93.20,97.54,93.06,93.74,98.88,109.38,93.83,140.02,111.73,266.36,85.49,93.74,107.44,92.47,122.58,116.55,120.26,92.40,91.77,98.49,123.31,89.95,94.87,98.42,63.76,147.28,99.89,93.58,148.41,118.85,109.58,98.49,94.84,115.59,82.67,91.57,110.41,88.92,108.24,97.54,110.96,123.03,109.79,130.93,122.35,87.94,96.55,95.53,107.38,130.17,100.07,101.16,171.36,94.45,93.01,,117.75,118.07,90.31,127.76,114.53,189.13,106.88,100.80,125.56,100.97,91.84,114.83,139.01,93.07,99.12,96.41,88.38,117.82,113.28,102.75,92.96,87.55,124.76,83.62,95.65,89.21,118.94,95.91,97.28,130.24,117.77,126.85,189.49,93.24,96.07,95.29,101.02,78.02,170.57,93.31,122.02,128.52,194.99,109.18,122.57,98.66,90.13,89.70,90.36,141.94,121.37,110.18,90.77,110.81,106.82,138.38,120.36,109.63,122.87,96.52,167.07,122.39,154.21,125.61,102.93,131.51,99.36,100.37
2003M03,119.63,115.61,125.92,84.03,64.90,110.79,142.11,137.32,95.71,81.21,109.35,98.30,111.55,139.50,94.02,92.89,96.28,118.60,131.86,90.59,95.90,125.00,59.85,115.17,99.98,140.16,139.29,110.18,72.60,152.80,94.18,91.99,105.63,93.85,81.41,93.37,102.64,78.62,143.31,96.11,93.68,80.48,93.06,120.48,94.75,112.06,160.98,107.04,88.32,121.57,95.93,119.37,94.93,130.87,93.57,97.82,93.35,93.85,97.09,109.48,95.75,139.27,108.80,265.72,85.74,94.33,106.44,92.62,122.28,116.64,119.74,91.82,94.51,98.56,122.85,90.41,96.56,98.59,59.02,145.82,99.61,93.87,144.32,119.09,110.42,98.90,95.98,115.32,83.50,91.39,110.45,85.80,108.11,99.01,110.96,123.18,110.36,130.94,126.82,90.68,96.87,95.77,107.20,130.38,100.23,99.82,169.57,94.80,93.10,,117.08,118.04,90.41,129.57,114.98,185.06,106.57,100.80,124.03,103.36,91.98,111.89,138.43,93.41,95.65,96.36,88.19,117.94,113.54,102.68,98.06,86.72,125.23,80.61,95.89,89.30,119.05,95.17,97.95,129.95,117.90,126.07,183.04,93.52,95.63,94.93,100.85,78.61,166.61,93.43,120.68,127.47,193.53,109.25,122.79,100.43,90.29,89.99,90.56,141.54,121.19,110.17,88.84,110.88,107.02,135.66,120.39,106.08,122.54,94.56,166.57,122.66,159.03,125.67,102.92,130.75,102.50,95.22
2003M04,119.46,119.44,125.52,84.01,64.81,110.23,135.95,142.44,95.76,82.19,108.66,97.90,111.56,139.25,94.04,92.94,96.65,118.32,130.75,90.64,94.89,121.97,65.63,115.03,100.27,141.02,136.66,109.90,73.33,152.34,94.18,92.03,103.85,93.59,83.25,93.33,102.58,78.90,141.65,96.13,93.23,80.82,93.11,120.04,94.75,112.33,153.50,106.59,88.41,120.61,95.90,115.53,94.92,130.35,93.56,97.83,93.42,93.87,96.22,109.35,94.65,137.72,101.94,264.18,85.87,94.50,105.97,92.62,121.08,116.48,118.91,93.20,96.62,98.67,124.66,90.65,99.71,98.90,42.73,144.33,100.54,93.89,139.05,118.82,108.95,99.77,97.33,115.12,84.24,90.82,110.32,85.67,107.94,98.39,110.56,122.99,110.44,130.66,122.54,94.24,96.95,95.82,106.71,129.91,100.21,97.51,167.07,94.90,92.90,,117.11,117.33,90.37,130.45,114.97,182.91,109.50,100.81,121.99,106.10,91.90,114.38,137.57,93.49,95.83,96.39,87.28,117.84,113.48,102.14,93.40,89.74,125.19,81.17,95.91,86.60,118.91,93.19,98.33,127.80,117.81,125.61,175.02,93.40,96.40,93.55,100.55,79.92,165.75,93.38,119.38,122.90,192.23,108.51,122.40,102.42,90.32,90.01,90.29,140.55,120.18,109.88,90.67,110.52,106.64,134.46,119.74,103.77,121.68,91.70,165.86,122.26,157.62,125.45,102.38,130.04,106.29,94.08
2003M05,115.87,118.82,120.30,84.48,62.32,108.01,124.48,140.07,97.13,84.79,104.26,98.79,109.59,135.46,95.91,94.79,97.69,114.80,126.53,93.52,95.15,118.49,67.31,112.16,99.05,140.30,131.50,107.97,76.32,144.75,95.90,94.68,104.40,95.69,82.35,95.23,99.96,78.78,137.90,97.14,95.54,82.51,95.24,116.07,96.32,110.37,140.30,101.81,91.89,117.30,97.26,109.02,96.48,125.47,95.66,98.81,95.35,95.58,94.97,107.61,90.78,132.13,96.50,253.20,89.19,96.33,103.95,95.22,118.53,113.92,116.80,94.25,97.22,100.08,127.05,93.33,99.71,96.45,99.80,138.57,101.87,95.78,127.57,115.31,108.79,102.42,97.58,111.95,86.45,93.11,108.43,86.11,105.10,95.90,108.10,118.15,108.64,127.03,111.80,93.61,97.63,97.14,104.30,127.32,100.70,96.07,169.74,95.89,94.75,,115.37,113.63,91.85,125.45,112.05,176.27,112.25,98.44,118.66,103.78,94.16,110.16,134.27,95.49,97.24,94.54,88.22,114.36,110.75,98.87,92.83,88.30,121.64,81.37,97.22,88.97,115.21,91.68,95.37,121.93,114.37,121.37,167.85,90.71,98.44,93.72,101.23,80.52,157.69,95.43,118.95,119.32,183.60,106.63,117.90,100.93,92.64,92.71,89.61,135.77,118.57,107.52,94.18,108.63,104.55,130.29,115.54,99.23,117.34,87.38,160.30,117.54,153.79,121.32,101.94,125.59,103.04,92.53
2003M06,115.27,117.73,119.88,85.49,61.89,107.98,118.58,140.18,97.36,86.77,102.93,98.79,109.14,134.88,95.94,94.96,98.22,114.28,125.70,93.74,94.74,117.35,68.70,111.93,99.26,139.17,128.98,107.91,78.08,142.44,95.96,94.83,102.98,95.79,81.29,95.36,99.75,79.51,136.49,97.60,95.62,82.57,95.48,115.48,96.62,109.77,124.18,101.28,92.13,116.82,97.58,107.56,96.54,124.72,95.78,99.11,95.45,95.67,96.78,107.28,89.99,131.05,94.87,251.70,89.45,96.45,103.64,95.35,117.71,113.52,116.24,95.19,97.21,94.37,129.37,93.36,101.55,96.76,98.18,137.08,99.92,95.90,130.96,114.72,107.46,99.07,100.80,110.61,88.25,93.85,108.08,86.41,104.39,96.49,107.59,117.52,108.35,126.44,104.53,91.00,98.74,97.21,104.48,108.03,100.48,96.18,172.59,96.53,94.96,,114.66,113.35,92.36,121.20,111.85,178.55,109.42,98.23,119.57,101.26,94.28,109.24,133.52,95.58,93.79,95.18,88.30,113.91,110.74,98.61,94.11,86.68,121.19,79.84,97.25,91.46,114.69,90.79,96.24,120.15,113.87,120.59,165.14,90.27,99.09,93.48,101.57,80.34,154.18,95.53,119.97,118.83,182.26,106.57,117.17,99.19,92.83,92.90,90.57,134.85,118.54,106.98,98.49,108.57,104.70,130.14,114.70,99.39,116.97,94.58,158.45,117.13,153.29,120.86,114.40,124.71,99.75,92.45
2003M07,116.42,119.04,121.93,86.43,63.38,108.93,113.83,141.57,96.87,87.14,103.78,98.36,110.38,135.51,95.19,94.07,97.27,115.42,126.70,92.50,94.45,117.42,69.37,112.71,100.29,140.00,128.98,108.76,76.71,141.52,95.24,93.57,101.69,94.80,82.94,94.47,100.43,79.23,136.17,96.90,94.78,81.01,94.65,116.69,95.98,110.85,104.26,104.86,90.78,117.82,96.89,107.21,95.93,126.14,94.98,99.42,94.70,94.95,96.18,108.01,91.64,132.42,91.33,254.94,88.15,95.88,104.29,94.12,118.49,114.37,116.24,95.26,94.15,92.71,128.27,92.40,102.80,98.82,,137.99,97.53,95.12,132.27,115.93,107.78,98.54,99.54,112.05,88.49,92.36,108.94,87.91,105.21,98.77,108.07,119.36,109.57,127.63,103.16,95.54,98.07,96.72,105.14,108.66,100.20,98.00,171.59,95.90,93.96,,114.00,114.71,91.52,117.20,113.38,177.82,110.41,98.92,119.23,105.62,93.23,110.62,133.65,94.82,91.75,96.90,89.85,115.03,111.53,99.55,97.06,86.68,122.28,79.22,96.76,95.25,115.88,92.45,97.94,119.82,114.97,121.43,167.38,91.23,97.61,92.92,100.67,79.39,156.41,94.54,119.12,119.95,184.98,107.19,118.53,102.26,91.83,91.68,90.95,135.92,118.83,107.48,100.59,109.34,106.03,130.59,115.97,100.47,118.23,94.45,159.25,118.85,154.43,121.80,102.29,125.93,105.70,93.27
2003M08,117.44,119.38,123.41,88.23,64.35,109.72,109.06,137.87,96.42,86.34,104.47,98.06,111.21,135.87,94.66,93.44,96.85,116.47,125.82,91.54,95.08,118.67,67.37,113.43,100.97,140.60,128.88,109.52,76.25,146.32,94.71,92.56,101.40,94.19,83.72,93.83,101.09,79.76,135.99,96.56,94.35,79.60,93.98,117.87,95.51,111.76,107.07,106.40,89.72,118.93,96.53,107.63,95.49,127.48,94.34,99.33,94.12,94.40,95.61,108.63,93.06,133.82,88.28,257.91,87.15,95.29,105.05,93.24,118.92,115.17,116.33,94.81,98.52,93.91,126.89,91.67,100.29,100.43,,138.21,95.50,94.54,132.92,117.04,108.39,97.85,100.62,112.09,87.85,91.42,109.56,88.70,106.21,99.69,108.29,120.85,110.30,128.85,134.47,97.78,97.55,96.33,105.84,109.22,100.11,99.92,171.55,95.45,93.36,,114.12,115.60,90.82,119.83,114.38,156.87,107.81,99.51,118.96,108.12,92.51,111.66,133.91,94.23,91.67,98.35,90.15,116.02,112.24,100.28,99.67,85.09,123.26,80.34,96.39,93.74,116.96,92.01,99.09,119.28,115.95,122.36,167.50,92.03,96.41,93.58,100.06,79.16,156.14,93.84,118.57,121.06,186.65,107.92,119.76,104.00,91.07,90.79,91.80,137.17,119.62,107.92,103.16,110.12,106.93,131.13,117.08,101.28,119.68,93.42,160.50,120.29,155.85,122.71,102.57,127.05,109.14,95.10
2003M09,116.52,117.07,122.78,87.04,64.32,109.40,115.09,136.59,96.40,86.93,103.91,98.10,110.50,134.88,94.61,93.31,97.00,115.56,123.59,91.62,94.88,117.00,68.77,112.75,100.62,140.17,127.84,109.02,77.83,160.57,94.62,92.41,101.05,94.11,86.56,93.75,100.01,80.02,134.27,96.11,94.60,79.45,93.95,117.02,95.38,111.06,112.89,105.73,89.64,117.98,96.27,106.83,95.42,126.42,94.22,99.22,94.09,94.36,95.82,108.16,92.15,132.72,81.80,255.20,87.31,95.21,103.84,93.24,118.38,114.55,115.45,94.58,97.87,95.32,126.73,91.61,100.90,99.85,,136.81,95.36,94.53,131.09,116.18,111.22,94.68,98.64,111.16,88.20,91.47,109.03,88.80,106.00,98.53,106.97,119.92,109.64,129.95,131.09,98.58,97.23,96.30,105.65,109.22,99.92,102.03,172.15,95.18,93.43,,113.07,115.00,90.93,119.42,113.64,148.79,105.47,98.56,117.86,108.35,92.50,110.27,132.77,94.15,91.96,98.41,89.51,114.94,111.03,99.40,99.58,84.16,122.33,78.43,96.31,92.84,115.93,90.08,97.61,117.79,114.91,121.17,166.87,91.35,98.13,93.09,99.64,79.41,151.68,93.82,116.92,120.06,184.17,107.63,118.87,104.28,91.22,90.82,93.47,136.62,119.00,107.20,104.34,109.57,106.95,129.77,116.58,101.11,118.46,92.35,159.53,119.35,154.84,121.15,103.30,126.08,109.54,93.29
